apakuapyre,enrollado,enrollado,R
apakuapyre,envuelto,envuelto,R
apatĩ,blanquecino,blanquecino,R
apatĩ,descolorido,descolorido,R
apatĩ,ceniciento,ceniciento,R
apatĩ,agrisado,agrisado,R
apegua,local,local,R
apegua,lugareño,lugareño,R
apeju,pintón,pintón,R
apeju,semimaduro,semimaduro,R
apesỹi,liso,liso,R
apesỹi,delicado,delicado,R
apesỹi,parejo,parejo,R
apesỹi,quisquilloso,quisquilloso,R
apicha'ĩ,arrugado,arrugado,R
apicha'ĩ,fruncido,fruncido,R
apicha'ĩ,encrespado,encrespado,R
apokytã,nudoso,nudoso,R
apopapy,terminado,terminado,R
apoporã'ỹ,imperfecto,imperfecto,R
apopy,labrado,labrado,R
apopyre,realizado,realizado,R
apopyre,fabricado,fabricado,R
apopẽ,enrulado,enrulado,R
apopẽ,ondulado,ondulado,R
apopẽ,encrespado,encrespado,R
apopẽ,ensortijado,ensortijado,R
apopẽ,rizado,rizado,R
apopẽ,crespo,crespo,R
apovõ,pegajoso,pegajoso,R
apovõ,gomoso,gomoso,R
apovõ,viscoso,viscoso,R
apu'a,redondo,redondo,R
apu'a,circular,circular,R
apu'a,esférico,esférico,R
apyrapegua,limítrofe,limítrofe,R
apyra'ỹ,infinito,infinito,R
apyra'ỹ,eterno,eterno,R
apyra'ỹ,ilimitado,ilimitado,R
apyra'ỹ,interminable,interminable,R
apyre'ỹ,perpetuo,perpetuo,R
apysatũ,sordo,sordo,R
apytere,central,central,R
apytere,medular,medular,R
apytĩmbyre,atado,atado,R
apytĩmbyre,empaquetado,empaquetado,R
apytĩmbyre,envuelto,envuelto,R
apytĩmbyre,ligado,ligado,R
apyve'ỹ,ilimitado,ilimitado,R
apĩ,pelado,pelado,R
apĩ,lampiño,lampiño,R
apĩ,gastado,gastado,R
apĩ,mocho,mocho,R
apĩ,amputado,amputado,R
arakuegua,diurno,diurno,R
arandu,inteligente,inteligente,R
arandu,sabio,sabio,R
arandu,genial,genial,R
arandu,ilustre,ilustre,R
arandu,sesudo,sesudo,R
arandu,perspicaz,perspicaz,R
arandu,sagaz,sagaz,R
arandu,docto,docto,R
arandu,letrado,letrado,R
arandu'ỹ,obtuso,obtuso,R
arandu'ỹ,ignorante,ignorante,R
are,lento,lento,R
are,tardío,tardío,R
aruru,hinchado,hinchado,R
aruru,inflado,inflado,R
asu,izquierdo,izquierdo,R
asu,zurdo,zurdo,R
asu,siniestro,siniestro,R
asugua,izquierdo,izquierdo,R
asy,intenso,intenso,R
asy,triste,triste,R
asãi,esparcido,esparcido,R
asãi,tendido,tendido,R
asãi,extendido,extendido,R
asãi,desparramado,desparramado,R
asãi,vulgar,vulgar,R
ate'ỹ,perezoso,perezoso,R
ate'ỹ,haragán,haragán,R
ate'ỹ,zángano,zángano,R
ate'ỹ,remolón,remolón,R
ate'ỹ,holgazán,holgazán,R
ate'ỹ,tardo,tardo,R
atuape,jorobado,jorobado,R
aturu,acurrucado,acurrucado,R
aturu,cabizbajo,cabizbajo,R
aturu,triste,triste,R
aturu,apesadumbrado,apesadumbrado,R
atã,duro,duro,R
atã'ỹ,débil,débil,R
atã'ỹ,flácido,flácido,R
atĩva,canoso,canoso,R
aña,malo,malo,R
aña,ruin,ruin,R
aña,malvado,malvado,R
aña,malicioso,malicioso,R
aña,tenebroso,tenebroso,R
aña,malévolo,malévolo,R
añareko,diabólico,diabólico,R
añaretãmegua,infernal,infernal,R
añete,verdadero,verdadero,R
añete,real,real,R
añete,cierto,cierto,R
añetegua,verdadero,verdadero,R
añetegua,auténtico,auténtico,R
añetegua,verídico,verídico,R
añetegua,genuino,genuino,R
añetegua,real,real,R
añetegua,legítimo,legítimo,R
añetegua'ỹ,falso,falso,R
añetegua'ỹ,apócrifo,apócrifo,R
añetegua'ỹ,postizo,postizo,R
añeteguáicha,verosímil,verosímil,R
añetejekuatiapyre,notarial,notarial,R
añetete,verdadero,verdadero,R
añetete,obvio,obvio,R
añete'eha,veraz,veraz,R
añete'ỹ,seudo,seudo,R
añete'ỹ,falso,falso,R
año,solo,solo,R
año,único,único,R
año,simple,simple,R
añoite,unico,unico,R
añoite,solitario,solitario,R
chae,imperfecto,imperfecto,R
chae,primitivo,primitivo,R
chae,rudimentario,rudimentario,R
chae,empírico,empírico,R
chalái,rotoso,rotoso,R
chalái,andrajoso,andrajoso,R
chalái,feo,feo,R
chara,despeinado,despeinado,R
chara,tosco,tosco,R
chara,lanudo,lanudo,R
charara,ruidoso,ruidoso,R
chavi,arruinado,arruinado,R
chavi,infeliz,infeliz,R
chavi,ralo,ralo,R
chavi,ruin,ruin,R
chavi,baladí,baladí,R
chavi,enclenque,enclenque,R
chavi,raquítico,raquítico,R
cha'ĩ,arrugado,arrugado,R
cha'ĩ,encrespado,encrespado,R
cha'ĩ,encogido,encogido,R
cha'ĩ,fruncido,fruncido,R
cha'ĩ,feo,feo,R
cha'ĩ,malo,malo,R
cha'ĩ,precario,precario,R
che,mi,mi,R
chigua,convexo,convexo,R
chivi,ralo,ralo,R
chi'i,estrecho,estrecho,R
chi'i,reducido,reducido,R
chi'õ,llorón,llorón,R
chororĩ,crespo,crespo,R
chororĩ,ensortijado,ensortijado,R
chovi,lleno,lleno,R
chovi,repleto,repleto,R
chovi,convexo,convexo,R
chovy,azul,azul,R
chure,embustero,embustero,R
churi,vagabundo,vagabundo,R
churi,abandonado,abandonado,R
chu'i,chico,chico,R
chu'i,pequeño,pequeño,R
chu'i,menudo,menudo,R
chu'i,arruinado,arruinado,R
chu'i,inservible,inservible,R
chyryry,frito,frito,R
eha,llamado,llamado,R
emba'ekuaáva,ilustrado,ilustrado,R
emba'ekuaáva,conocedor,conocedor,R
emba'ekuaáva,sabio,sabio,R
emba'embyasy,triste,triste,R
emba'embyasy,afligido,afligido,R
emba'embyasy,s,s,R
erádo,grande,grande,R
erádo,enorme,enorme,R
fifi,elegante,elegante,R
guaiguĩ,anciana,anciana,R
guaiguĩ,vieja,vieja,R
guajaki,aché,aché,R
guapy,sentado,sentado,R
guasu,grande,grande,R
guasu,vasto,vasto,R
guasuve,mayor,mayor,R
gua'u,fingido,fingido,R
gua'u,simulado,simulado,R
gua'u,inventado,inventado,R
gua'u,seudo,seudo,R
guerovia'ỹ,increíble,increíble,R
guevi,rabón,rabón,R
gue'ỹva,imborrable,imborrable,R
haguepa,peludo,peludo,R
haguepa,velludo,velludo,R
hague'ỹva,pelado,pelado,R
hague'ỹva,implume,implume,R
haimbe,filoso,filoso,R
haimbe,afilado,afilado,R
haimbe'ỹ,obtuso,obtuso,R
haimbe'ỹ,desafilado,desafilado,R
hainga,mellado,mellado,R
hainga,embotado,embotado,R
hainga,romo,romo,R
hainga,desafilado,desafilado,R
hajygue,nervudo,nervudo,R
hajygue,nervioso,nervioso,R
harypyre,corrupto,corrupto,R
harúva,maléfico,maléfico,R
harúva,dañino,dañino,R
havara,aspero,aspero,R
havara,tosco,tosco,R
havara,rústico,rústico,R
havara,rudo,rudo,R
ha'etegua,oportuno,oportuno,R
ha'etéva,puntual,puntual,R
ha'etéva,legítimo,legítimo,R
ha'eve,inteligente,inteligente,R
ha'eve,ligero,ligero,R
ha'eve,valiente,valiente,R
ha'eve,guapo,guapo,R
ha'eve,activo,activo,R
ha'eve,idóneo,idóneo,R
ha'eve,hábil,hábil,R
ha'eve,capaz,capaz,R
ha'eve,ducho,ducho,R
ha'eve,vivo,vivo,R
ha'eve,pillo,pillo,R
ha'eve'ỹ,incapaz,incapaz,R
ha'eve'ỹ,torpe,torpe,R
ha'eño,solo,solo,R
ha'eño,solitario,solitario,R
ha'eño,retirado,retirado,R
ha'eño,taciturno,taciturno,R
ha'eño,retraído,retraído,R
ha'eño,soltero,soltero,R
he,rico,rico,R
he,sabroso,sabroso,R
herunguã,oculto,oculto,R
herunguã,misterioso,misterioso,R
herunguã,secreto,secreto,R
herunguã,incierto,incierto,R
herunguã,legendario,legendario,R
he'iavýva,antónimos,antónimos,R
he'ẽ,dulce,dulce,R
he'ẽ,salado,salado,R
he'ẽvy,semidulce,semidulce,R
he'ỹ,insípido,insípido,R
he'ỹ,soso,soso,R
he'ỹ,desabrido,desabrido,R
hi'aragua,oportuno,oportuno,R
hi'aratimbo,brumoso,brumoso,R
hi'are,duradero,duradero,R
hi'are,perdurable,perdurable,R
hi'atĩ,canoso,canoso,R
hi'a'ỹva,improductivo,improductivo,R
hi'áva,frutal,frutal,R
hi'áva,fructífero,fructífero,R
hi'ýva,aguado,aguado,R
hoverepyre,chamuscado,chamuscado,R
hyvi,fibroso,fibroso,R
hái,agrio,agrio,R
hái,ácido,ácido,R
hũ,negro,negro,R
hũngy,gris,gris,R
hũngy,negruzco,negruzco,R
hũngy,pardo,pardo,R
iguypegua,inferior,inferior,R
ikatupáva,omnipotente,omnipotente,R
ikatupáva,todopode­roso,todopode­roso,R
ikatu'ỹva,imposible,imposible,R
ikatúva,posible,posible,R
ikoe,distinto,distinto,R
ikoe,diferente,diferente,R
ikoe,diverso,diverso,R
ikoe,desigual,desigual,R
ikoe,opuesto,opuesto,R
ikoe,fabuloso,fabuloso,R
ikua'íva,poroso,poroso,R
ikuáva,horadado,horadado,R
imo'ãporãva,idealista,idealista,R
iporupy,valedero,valedero,R
ipotýva,florecido,florecido,R
ipotýva,florido,florido,R
ipotýva,floreciente,floreciente,R
ipuvaíva,disonante,disonante,R
ipúva,sonoro,sonoro,R
irundy,cuatro,cuatro,R
irundyha,cuarto,cuarto,R
ja'opyre,dividido,dividido,R
ja'upyrã,comestible,comestible,R
ja'úva,comestible,comestible,R
jaho'ipyre,velado,velado,R
jaho'ipyre,cubierto,cubierto,R
jahupyty'ỹva,inasequible,inasequible,R
jaipa,ulceroso,ulceroso,R
jajy,gomoso,gomoso,R
jajy,pegajoso,pegajoso,R
jajy,resistente,resistente,R
japajua,viscoso,viscoso,R
japu,mentiroso,mentiroso,R
japu,embustero,embustero,R
japu,falso,falso,R
japu'ỹ,sincero,sincero,R
japu'ỹ,veraz,veraz,R
japu'ỹ,s,s,R
japu'ỹva,veraz,veraz,R
japu'ỹva,franco,franco,R
jara'ỹva,libre,libre,R
jare,sucio,sucio,R
jare,mugriento,mugriento,R
jare,roñoso,roñoso,R
jasurúva,invasor,invasor,R
jasypegua,lunar,lunar,R
jave,parejo,parejo,R
javeve,parecido,parecido,R
javeve,semejante,semejante,R
javo'ói,embrollado,embrollado,R
javo'ói,enredado,enredado,R
javorái,intrincado,intrincado,R
javorái,peliagudo,peliagudo,R
javorái,enrevesado,enrevesado,R
javykuaa'ỹva,infalible,infalible,R
jayvy,agachado,agachado,R
jayvy,cabizbajo,cabizbajo,R
je'o,descolorido,descolorido,R
je'o'ỹva,imborrable,imborrable,R
jechukaséva,vanidoso,vanidoso,R
jegua,adornado,adornado,R
jegua'íva,sobrio,sobrio,R
jegua'íva,modesto,modesto,R
jegua'ỹre,sencillo,sencillo,R
jegua'ỹre,sobrio,sobrio,R
jeguareipáva,lujoso,lujoso,R
jeha'ỹi'óva,castrado,castrado,R
jehayhu,popular,popular,R
jehayhu,querido,querido,R
jehayhu'ỹva,antipático,antipático,R
jehayhuve,predilecto,predilecto,R
jehecháva,notorio,notorio,R
jeitypyre,echado,echado,R
jeitypyre,proscripto,proscripto,R
jejapo,engreído,engreído,R
jejapo,orgulloso,orgulloso,R
jejapo,presumido,presumido,R
jejapo'ỹ,modesto,modesto,R
jejapo'ỹ,sencillo,sencillo,R
jejapokatúva,realizable,realizable,R
jejapopáva,listo,listo,R
jejapopáva,terminado,terminado,R
jejapóva,orgulloso,orgulloso,R
jejokuapy,servicial,servicial,R
jejopy,presionado,presionado,R
jejopy,oprimido,oprimido,R
jejopýva,oprimido,oprimido,R
jejopýva,presionado,presionado,R
jejukaha,suicida,suicida,R
jejuvoka,estrangulado,estrangulado,R
jeka,roto,roto,R
jeka,agrietado,agrietado,R
jeka,rajado,rajado,R
jekakue,roto,roto,R
jekakue,quebrado,quebrado,R
jekareíva,quebradizo,quebradizo,R
jekuaa,conocido,conocido,R
jekuaa,descubierto,descubierto,R
jekuaa'ỹva,desconocido,desconocido,R
jekuaa'ỹva,incógnito,incógnito,R
jekuaapyre,conocido,conocido,R
jekuaapyre,notorio,notorio,R
jekuaapyre,sabido,sabido,R
jekuaapyre,ilustre,ilustre,R
jekuaapyre,público,público,R
jekuaapyre,publicado,publicado,R
jekuaáva,sabido,sabido,R
jepe'a,abierto,abierto,R
jepe'a,separado,separado,R
jepigua,ordinario,ordinario,R
jepigua,usual,usual,R
jepigua'ỹ,original,original,R
jepigua'ỹ,extraordinario,extraordinario,R
jepigua'ỹ,peculiar,peculiar,R
jepokogua,táctil,táctil,R
jepokokuaáva,tangible,tangible,R
jepokuaa,acostumbrado,acostumbrado,R
jepokuaa,habitua­do,habitua­do,R
jepokuaa,usual,usual,R
jepokuaáva,habituado,habituado,R
jepokuaáva,acostum­brado,acostum­brado,R
jepome'ẽ,generoso,generoso,R
jepome'ẽ,derrochador,derrochador,R
jeporavokuaáva,optativo,optativo,R
jeporavopyre,elegido,elegido,R
jeporavopyre,electo,electo,R
jeporukuaa,práctico,práctico,R
jeporukuaa,utilizable,utilizable,R
jeporupyre,usado,usado,R
jeporúva,usual,usual,R
jeporúva,usado,usado,R
jepotave,preferido,preferido,R
jepoyhu,receloso,receloso,R
jepoyhu,reservado,reservado,R
jepoyhu,recatado,recatado,R
jepy'ajopy,preocupado,preocupado,R
jepy'apy,preocupado,preocupado,R
jepytaso,obstinado,obstinado,R
jepytaso,terco,terco,R
jera,suelto,suelto,R
jera,desatado,desatado,R
jera,libre,libre,R
jerahakuaáva,tolerable,tolerable,R
jerepyre,inverso,inverso,R
jero,bravo,bravo,R
jero,terrible,terrible,R
jero,orgulloso,orgulloso,R
jero,soberbio,soberbio,R
jero,erguido,erguido,R
jero'a,inclinado,inclinado,R
jeroviaha,leal,leal,R
jeroviaha,fiel,fiel,R
jeroviaha'ỹ,traidor,traidor,R
jeroviaha'ỹ,desleal,desleal,R
jeroviapy,fiel,fiel,R
jeroviapy,leal,leal,R
jeroviarei,crédulo,crédulo,R
jerovu,presumido,presumido,R
jerovu,vanidoso,vanidoso,R
jerovu'ỹ,modesto,modesto,R
jerurepyre,pedido,pedido,R
jesape'áva,observador,observador,R
jetu'úva,obstinado,obstinado,R
jetu'úva,pertinaz,pertinaz,R
jo'a,doble,doble,R
jo'a,encimado,encimado,R
jo'a,duplicado,duplicado,R
jo'apyrã,plegable,plegable,R
joa,varios,varios,R
joa,simultáneo,simultáneo,R
joaju,unidos,unidos,R
joaju,juntos,juntos,R
joaju,pegados,pegados,R
joaju,adheridos,adheridos,R
joapy,unido,unido,R
joapy,añadido,añadido,R
joapy,doblado,doblado,R
joapy,plegado,plegado,R
joapy,doble,doble,R
joavy,desigual,desigual,R
joavy,diferente,diferente,R
joavy,distinto,distinto,R
joguaha,igual,igual,R
joguaha,semejante,semejante,R
joha,insípido,insípido,R
joha,áspero,áspero,R
joha,tosco,tosco,R
joha,antipático,antipático,R
joha,mañero,mañero,R
joha,huraño,huraño,R
joheipyre,lavado,lavado,R
johupyre,hallado,hallado,R
johupyre,encontrado,encontrado,R
johupyre,inventado,inventado,R
joja,igual,igual,R
joja,parejo,parejo,R
joja,plano,plano,R
joja'ỹ,impar,impar,R
joja'ỹ,desigual,desigual,R
jojaha,par,par,R
jojaha,igual,igual,R
jojaha'ỹ,optimo,optimo,R
jojaha'ỹ,incomparable,incomparable,R
jojaha'ỹ,singular,singular,R
jojaha'ỹ,ideal,ideal,R
jojapy,social,social,R
jokapyre,quebrado,quebrado,R
jokapyre,roto,roto,R
jokoha'ỹva,desenfrenado,desenfrenado,R
jokopyre,sostenido,sostenido,R
jokopyre,detenido,detenido,R
jokuapy,atado,atado,R
jokuapy,amarrado,amarrado,R
jokuapy,envuelto,envuelto,R
jokuapyre,atado,atado,R
jopara,mezclado,mezclado,R
jopara,mixto,mixto,R
jopy,avaro,avaro,R
jopy,tacaño,tacaño,R
jopy,mezquino,mezquino,R
jorapyrã'ỹ,indisoluble,indisoluble,R
josopyre,molido,molido,R
josopyre,machucado,machucado,R
josopyre,pisado,pisado,R
jovái,opuestos,opuestos,R
jovái,enfrentados,enfrentados,R
joyvy,doble,doble,R
joyvy,pareado,pareado,R
juaju,unidos,unidos,R
juaju,juntos,juntos,R
juaju,pegados,pegados,R
juaju,adheridos,adheridos,R
juavy,desigual,desigual,R
juehegua,parecidos,parecidos,R
juehegua,iguales,iguales,R
juky,simpático,simpático,R
juky,gracioso,gracioso,R
juky,atractivo,atractivo,R
juky,saleroso,saleroso,R
juky'ỹ,soso,soso,R
juky'ỹ,insípido,insípido,R
jurapyre,cautivo,cautivo,R
juru'akua,pedigüeño,pedigüeño,R
juru'akua,aprovechador,aprovechador,R
juru'atã,soberbio,soberbio,R
juru'atã,engreído,engreído,R
juru'atã,petulante,petulante,R
jurugua,oral,oral,R
juruguasu,fanfarrón,fanfarrón,R
juruguasu,maldiciente,maldiciente,R
juruguasu,bocón,bocón,R
juruhe'ẽ,zalamero,zalamero,R
juruhe'ẽ,adulador,adulador,R
juruhe'ỹ,inapetente,inapetente,R
jurujái,boquiabierto,boquiabierto,R
jurujái,embobado,embobado,R
jurujái,atónito,atónito,R
jurumy'ỹi,chismoso,chismoso,R
jurumy'ỹi,indiscreto,indiscreto,R
jurumy'ỹi,charlatán,charlatán,R
jurumy'ỹi,delator,delator,R
jurupe'a,boquiabierto,boquiabierto,R
jurupipi,parlanchín,parlanchín,R
jurupipi,charlatán,charlatán,R
jurupipi,chismoso,chismoso,R
juruvaíva,malhablado,malhablado,R
juruvera,chismoso,chismoso,R
juruvera,charlatán,charlatán,R
juruvy,entreabierto,entreabierto,R
juruvy,entornado,entornado,R
juvypyre,ahorcado,ahorcado,R
jy,cocido,cocido,R
jy,cocinado,cocinado,R
jygue,cocido,cocido,R
jygue,cocinado,cocinado,R
jyva'ỹ,manco,manco,R
jái,abierto,abierto,R
kachape,playo,playo,R
kachape,pequeño,pequeño,R
kachiãi,grosero,grosero,R
kachiãi,zafado,zafado,R
kachiãi,indiscipli­nado,indiscipli­nado,R
kachiãi,informal,informal,R
kachiãi,ruin,ruin,R
kachiãi,villano,villano,R
kachiãi,descortés,descortés,R
kachiãi,soez,soez,R
kachiãi,vulgar,vulgar,R
kaigue,quemado,quemado,R
kakuaa,adulto,adulto,R
kakuaa,crecido,crecido,R
kakuaa,grande,grande,R
kakuaa,mayor,mayor,R
kakuaa,mayúsculo,mayúsculo,R
kakuaagua,adulto,adulto,R
kakuaave,mayor,mayor,R
kakuaáva,desarrollado,desarrollado,R
kamba,morocho,morocho,R
kamba,mulato,mulato,R
kamba,negro,negro,R
kambu,lactante,lactante,R
kane'õ'ỹva,incansable,incansable,R
kane'õ'ỹva,infatigable,infatigable,R
kane'õ,cansado,cansado,R
kane'õ,fatigado,fatigado,R
kane'õ,rendido,rendido,R
kangy,débil,débil,R
kangy,flojo,flojo,R
kangy,lánguido,lánguido,R
kapi'i'uha,herbívoro,herbívoro,R
karai,bendecido,bendecido,R
karai,bautizado,bautizado,R
karai,sagrado,sagrado,R
karai'ỹva,pagano,pagano,R
karakatu,prudente,prudente,R
karakatu,despacioso,despacioso,R
karakatu,hábil,hábil,R
karape,bajo,bajo,R
karape,petiso,petiso,R
karape,enano,enano,R
karape,pequeño,pequeño,R
karapã,curvo,curvo,R
karapã,arqueado,arqueado,R
karapã,torcido,torcido,R
karapã,inclinado,inclinado,R
karapã,agachado,agachado,R
karapã,doblado,doblado,R
karia'y,valiente,valiente,R
karia'y,guapo,guapo,R
karu,comilón,comilón,R
karu,glotón,glotón,R
karu'i,inapetente,inapetente,R
karu'i,frugal,frugal,R
karẽ,torcido,torcido,R
karẽ,rengo,rengo,R
karẽ,doblado,doblado,R
karẽ,arqueado,arqueado,R
karẽ,curvo,curvo,R
karẽ,indirecto,indirecto,R
karẽ'y,recto,recto,R
karẽ'y,derecho,derecho,R
katupyry,capaz,capaz,R
katupyry,guapo,guapo,R
katupyry,inteligente,inteligente,R
katupyry,vivo,vivo,R
katupyry,bueno,bueno,R
katupyry,hábil,hábil,R
katupyry,eficaz,eficaz,R
katupyry,diligente,diligente,R
katupyry,meritorio,meritorio,R
katupyry,hacendoso,hacendoso,R
katupyry'ỹva,incapaz,incapaz,R
katu'ỹva,imposible,imposible,R
kavure'i,simpático,simpático,R
kavure'i,popular,popular,R
kavure'i,atractivo,atractivo,R
kañy,perdido,perdido,R
kañy,extraviado,extraviado,R
kañy,recóndi­to,recóndi­to,R
kañy,latente,latente,R
kañy,subrepticio,subrepticio,R
kañy,ilegal,ilegal,R
kañypyre,perdido,perdido,R
ka'aguygua,silvestre,silvestre,R
ka'aguygua,salvaje,salvaje,R
ka'aguygua,montaraz,montaraz,R
ka'ajarýi,mulato,mulato,R
ka'ajarýi,mestizo,mestizo,R
ka'arugua,vespertino,vespertino,R
ka'avo,simpático,simpático,R
ka'avo,atractivo,atractivo,R
ka'avo,popular,popular,R
ka'avo,afortunado,afortunado,R
ka'avo,prestigioso,prestigioso,R
ka'avo,cautivador,cautivador,R
ka'avo,querido,querido,R
ka'avo,sociable,sociable,R
ka'avo,gracioso,gracioso,R
ka'u,borracho,borracho,R
ka'u,ebrio,ebrio,R
ka'u,bebido,bebido,R
ka'u'ỹ,sobrio,sobrio,R
ka'ẽ,asado,asado,R
ka'ẽ,delgado,delgado,R
kechẽ,torcido,torcido,R
kechẽ,deformado,deformado,R
kekẽ,ronco,ronco,R
kelembu,feo,feo,R
keraguata,sonámbulo,sonámbulo,R
kerana,dormilón,dormilón,R
kirirĩ,callado,callado,R
kirirĩ,sosegado,sosegado,R
kirirĩ,silencioso,silencioso,R
kirirĩ,reservado,reservado,R
kirirĩ,tranquilo,tranquilo,R
kirirĩ,taciturno,taciturno,R
kirirĩ,discreto,discreto,R
ko,este/a,este/a,R
koichagua,tal,tal,R
koichaite,igual,igual,R
koníva,ondulado,ondulado,R
korócho,aspero,aspero,R
korócho,rugoso,rugoso,R
korócho,tosco,tosco,R
kose,perjudicial,perjudicial,R
kose,destructor,destructor,R
kotevẽpyre,necesario,necesario,R
koygua,campesino,campesino,R
koygua,tímido,tímido,R
koygua,rústi­co,rústi­co,R
koygua,agreste,agreste,R
koygua,rural,rural,R
koygua,paisano,paisano,R
koygua,tosco,tosco,R
ko'ã,estos/as,estos/as,R
ko'ãgagua,actual,actual,R
ko'ãgagua,vigente,vigente,R
ko'ãgagua,moderno,moderno,R
ko'ãichagua,tales,tales,R
ko'õ'ỹ,inofensivo,inofensivo,R
ko'ẽmegua,mañanero,mañanero,R
ko'ẽregua,diario,diario,R
ku,ese,ese,R
ku,aquel,aquel,R
ku,tal,tal,R
kuaaha,sabedor,sabedor,R
kuaaha,conocedor,conocedor,R
kuaaha,conocido,conocido,R
kuaaha,perito,perito,R
kuaapyre,entendido,entendido,R
kuaapyre,reconocido,reconocido,R
kuaapyre,relacionado,relacionado,R
kuaapyre,proverbial,proverbial,R
kuaapyre,conocido,conocido,R
kuaapyrã,notable,notable,R
kuaa'ỹva,indefinido,indefinido,R
kuarahysẽgotyogua,oriental,oriental,R
kuarahy'ãva,sombreado,sombreado,R
kuatia'ỹva,indocumentado,indocumentado,R
kucha'ã,torcido,torcido,R
kucha'ã,deforme,deforme,R
kucha'ã,contorsionado,contorsionado,R
kuchu,flojo,flojo,R
kuchu,débil,débil,R
kuera,sano,sano,R
kuerái,aburrido,aburrido,R
kuerái,fastidiado,fastidiado,R
kumbe,tartamudo,tartamudo,R
kumby'ỹi,charlatán,charlatán,R
kumby'ỹi,chismoso,chismoso,R
kundaha,enroscado,enroscado,R
kundaha,retorcido,retorcido,R
kundaha,revuelto,revuelto,R
kundaha,entretejido,entretejido,R
kupegua,posterior,posterior,R
kurepi,argentino,argentino,R
kurepi,porteño,porteño,R
kurigua,pretérito,pretérito,R
kuru,clueca,clueca,R
kuruvi,desmenuzado,desmenuzado,R
kuruvi,triturado,triturado,R
kuéra,muchos,muchos,R
kuéra,aquellos,aquellos,R
ku'e,movible,movible,R
ku'e,vacilante,vacilante,R
ku'i,molido,molido,R
ku'i,pisado,pisado,R
ku'i,desmenuzado,desmenuzado,R
ku'i,triturado,triturado,R
ku'i,fino,fino,R
ku'i,menudo,menudo,R
ku'ipa,destrozado,destrozado,R
ku'ipyre,molido,molido,R
kyhyjepyrã,siniestro,siniestro,R
kyhyjerã,tremendo,tremendo,R
kyra,gordo,gordo,R
kyra,grasiento,grasiento,R
kyra,obeso,obeso,R
kyrajo'a,embarazada,embarazada,R
kyrapu,rollizo,rollizo,R
kyre'ỹ,activo,activo,R
kyre'ỹ,optimista,optimista,R
kyre'ỹ,movido,movido,R
kyre'ỹ,servicial,servicial,R
kyre'ỹ,dinámico,dinámico,R
kyre'ỹ,hacendoso,hacendoso,R
kyre'ỹ,vivaracho,vivaracho,R
kyre'ỹ,solícito,solícito,R
kyre'ỹ,rápido,rápido,R
kyre'ỹ,despierto,despierto,R
kyre'ỹ,laborioso,laborioso,R
kyrỹi,tierno,tierno,R
