Word Category,Word,Occurrences,Base Form,Total Occurrences
V,abanicabas,0,abanicar,4
V,abanicad,0,abanicar,4
V,abanicada,0,abanicar,4
V,abanicadas,0,abanicar,4
V,abanicado,0,abanicar,4
V,abanicados,0,abanicar,4
V,abanicamos,0,abanicar,4
V,abanican,0,abanicar,4
V,abanicando,0,abanicar,4
V,abanicar,0,abanicar,4
V,abanicara,0,abanicar,4
V,abanicarais,0,abanicar,4
V,abanicaran,0,abanicar,4
V,abanicaras,0,abanicar,4
V,abanicare,0,abanicar,4
V,abanicareis,0,abanicar,4
V,abanicaremos,0,abanicar,4
V,abanicaren,0,abanicar,4
V,abanicares,0,abanicar,4
V,abanicaron,0,abanicar,4
V,abanicará,0,abanicar,4
V,abanicarán,0,abanicar,4
V,abanicarás,0,abanicar,4
V,abanicaré,0,abanicar,4
V,abanicaréis,0,abanicar,4
V,abanicaría,0,abanicar,4
V,abanicaríais,0,abanicar,4
V,abanicaríamos,0,abanicar,4
V,abanicarían,0,abanicar,4
V,abanicarías,0,abanicar,4
V,abanicas,0,abanicar,4
V,abanicase,0,abanicar,4
V,abanicaseis,0,abanicar,4
V,abanicasen,0,abanicar,4
V,abanicases,0,abanicar,4
V,abanicaste,0,abanicar,4
V,abanicasteis,0,abanicar,4
V,abanico,4,abanicar,4
V,abanicábamos,0,abanicar,4
V,abanicáis,0,abanicar,4
V,abanicáramos,0,abanicar,4
V,abanicáremos,0,abanicar,4
V,abanicásemos,0,abanicar,4
V,abanicó,0,abanicar,4
V,abanique,0,abanicar,4
V,abaniquemos,0,abanicar,4
V,abaniquen,0,abanicar,4
V,abaniques,0,abanicar,4
V,abaniqué,0,abanicar,4
V,abaniquéis,0,abanicar,4
V,abarata,0,abaratar,2
V,abarataba,0,abaratar,2
V,abaratabais,0,abaratar,2
V,abarataban,0,abaratar,2
V,abaratabas,0,abaratar,2
V,abaratad,0,abaratar,2
V,abaratada,0,abaratar,2
V,abaratadas,0,abaratar,2
V,abaratado,0,abaratar,2
V,abaratados,0,abaratar,2
V,abaratamos,0,abaratar,2
V,abaratan,0,abaratar,2
V,abaratando,0,abaratar,2
V,abaratar,2,abaratar,2
V,abaratara,0,abaratar,2
V,abaratarais,0,abaratar,2
V,abarataran,0,abaratar,2
V,abarataras,0,abaratar,2
V,abaratare,0,abaratar,2
V,abaratareis,0,abaratar,2
V,abarataremos,0,abaratar,2
V,abarataren,0,abaratar,2
V,abaratares,0,abaratar,2
V,abarataron,0,abaratar,2
V,abaratará,0,abaratar,2
V,abaratarán,0,abaratar,2
V,abaratarás,0,abaratar,2
V,abarataré,0,abaratar,2
V,abarataréis,0,abaratar,2
V,abarataría,0,abaratar,2
V,abarataríais,0,abaratar,2
V,abarataríamos,0,abaratar,2
V,abaratarían,0,abaratar,2
V,abaratarías,0,abaratar,2
V,abaratas,0,abaratar,2
V,abaratase,0,abaratar,2
V,abarataseis,0,abaratar,2
V,abaratasen,0,abaratar,2
V,abaratases,0,abaratar,2
V,abarataste,0,abaratar,2
V,abaratasteis,0,abaratar,2
V,abarate,0,abaratar,2
V,abaratemos,0,abaratar,2
V,abaraten,0,abaratar,2
V,abarates,0,abaratar,2
V,abarato,0,abaratar,2
V,abaratábamos,0,abaratar,2
V,abaratáis,0,abaratar,2
V,abaratáramos,0,abaratar,2
V,abaratáremos,0,abaratar,2
V,abaratásemos,0,abaratar,2
V,abaraté,0,abaratar,2
V,abaratéis,0,abaratar,2
V,abarató,0,abaratar,2
V,abarca,8,abarcar,18
V,abarcaba,0,abarcar,18
V,abarcabais,0,abarcar,18
V,abarcaban,0,abarcar,18
V,abarcabas,0,abarcar,18
V,abarcad,0,abarcar,18
V,abarcada,0,abarcar,18
V,abarcadas,0,abarcar,18
V,abarcado,0,abarcar,18
V,abarcados,0,abarcar,18
V,abarcamos,0,abarcar,18
V,abarcan,4,abarcar,18
V,abarcando,3,abarcar,18
V,abarcar,0,abarcar,18
V,abarcara,0,abarcar,18
V,abarcarais,0,abarcar,18
V,abarcaran,0,abarcar,18
V,abarcaras,0,abarcar,18
V,abarcare,0,abarcar,18
V,abarcareis,0,abarcar,18
V,abarcaremos,0,abarcar,18
V,abarcaren,0,abarcar,18
V,abarcares,0,abarcar,18
V,abarcaron,0,abarcar,18
V,abarcará,2,abarcar,18
V,abarcarán,0,abarcar,18
V,abarcarás,0,abarcar,18
V,abarcaré,0,abarcar,18
V,abarcaréis,0,abarcar,18
V,abarcaría,0,abarcar,18
V,abarcaríais,0,abarcar,18
V,abarcaríamos,0,abarcar,18
V,abarcarían,0,abarcar,18
V,abarcarías,0,abarcar,18
V,abarcas,0,abarcar,18
V,abarcase,0,abarcar,18
V,abarcaseis,0,abarcar,18
V,abarcasen,0,abarcar,18
V,abarcases,0,abarcar,18
V,abarcaste,0,abarcar,18
V,abarcasteis,0,abarcar,18
V,abarco,0,abarcar,18
V,abarcábamos,0,abarcar,18
V,abarcáis,0,abarcar,18
V,abarcáramos,0,abarcar,18
V,abarcáremos,0,abarcar,18
V,abarcásemos,0,abarcar,18
V,abarcó,1,abarcar,18
V,abarque,0,abarcar,18
V,abarquemos,0,abarcar,18
V,abarquen,0,abarcar,18
V,abarques,0,abarcar,18
V,abarqué,0,abarcar,18
V,abarquéis,0,abarcar,18
V,abastece,1,abastecer,4
V,abasteced,0,abastecer,4
V,abastecemos,0,abastecer,4
V,abastecen,1,abastecer,4
V,abastecer,0,abastecer,4
V,abasteceremos,0,abastecer,4
V,abastecerá,0,abastecer,4
V,abastecerán,0,abastecer,4
V,abastecerás,0,abastecer,4
V,abasteceré,0,abastecer,4
V,abasteceréis,0,abastecer,4
V,abastecería,0,abastecer,4
V,abasteceríais,0,abastecer,4
V,abasteceríamos,0,abastecer,4
V,abastecerían,0,abastecer,4
V,abastecerías,0,abastecer,4
V,abasteces,0,abastecer,4
V,abastecida,0,abastecer,4
V,abastecidas,0,abastecer,4
V,abastecido,0,abastecer,4
V,abastecidos,0,abastecer,4
V,abasteciendo,0,abastecer,4
V,abasteciera,0,abastecer,4
V,abastecierais,0,abastecer,4
V,abastecieran,0,abastecer,4
V,abastecieras,0,abastecer,4
V,abasteciere,0,abastecer,4
V,abasteciereis,0,abastecer,4
V,abastecieren,0,abastecer,4
V,abastecieres,0,abastecer,4
V,abastecieron,0,abastecer,4
V,abasteciese,0,abastecer,4
V,abastecieseis,0,abastecer,4
V,abasteciesen,0,abastecer,4
V,abastecieses,0,abastecer,4
V,abastecimos,0,abastecer,4
V,abasteciste,0,abastecer,4
V,abastecisteis,0,abastecer,4
V,abasteciéramos,0,abastecer,4
V,abasteciéremos,0,abastecer,4
V,abasteciésemos,0,abastecer,4
V,abasteció,0,abastecer,4
V,abastecéis,0,abastecer,4
V,abastecí,0,abastecer,4
V,abastecía,0,abastecer,4
V,abastecíais,0,abastecer,4
V,abastecíamos,0,abastecer,4
V,abastecían,0,abastecer,4
V,abastecías,0,abastecer,4
V,abastezca,2,abastecer,4
V,abastezcamos,0,abastecer,4
V,abastezcan,0,abastecer,4
V,abastezcas,0,abastecer,4
V,abastezco,0,abastecer,4
V,abastezcáis,0,abastecer,4
V,abatata,0,abatatar,0
V,abatataba,0,abatatar,0
V,abatatabais,0,abatatar,0
V,abatataban,0,abatatar,0
V,abatatabas,0,abatatar,0
V,abatatad,0,abatatar,0
V,abatatada,0,abatatar,0
V,abatatadas,0,abatatar,0
V,abatatado,0,abatatar,0
V,abatatados,0,abatatar,0
V,abatatamos,0,abatatar,0
V,abatatan,0,abatatar,0
V,abatatando,0,abatatar,0
V,abatatar,0,abatatar,0
V,abatatara,0,abatatar,0
V,abatatarais,0,abatatar,0
V,abatataran,0,abatatar,0
V,abatataras,0,abatatar,0
V,abatatare,0,abatatar,0
V,abatatareis,0,abatatar,0
V,abatataremos,0,abatatar,0
V,abatataren,0,abatatar,0
V,abatatares,0,abatatar,0
V,abatataron,0,abatatar,0
V,abatatará,0,abatatar,0
V,abatatarán,0,abatatar,0
V,abatatarás,0,abatatar,0
V,abatataré,0,abatatar,0
V,abatataréis,0,abatatar,0
V,abatataría,0,abatatar,0
V,abatataríais,0,abatatar,0
V,abatataríamos,0,abatatar,0
V,abatatarían,0,abatatar,0
V,abatatarías,0,abatatar,0
V,abatatas,0,abatatar,0
V,abatatase,0,abatatar,0
V,abatataseis,0,abatatar,0
V,abatatasen,0,abatatar,0
V,abatatases,0,abatatar,0
V,abatataste,0,abatatar,0
V,abatatasteis,0,abatatar,0
V,abatate,0,abatatar,0
V,abatatemos,0,abatatar,0
V,abataten,0,abatatar,0
V,abatates,0,abatatar,0
V,abatato,0,abatatar,0
V,abatatábamos,0,abatatar,0
V,abatatáis,0,abatatar,0
V,abatatáramos,0,abatatar,0
V,abatatáremos,0,abatatar,0
V,abatatásemos,0,abatatar,0
V,abataté,0,abatatar,0
V,abatatéis,0,abatatar,0
V,abatató,0,abatatar,0
V,abata,0,abatir,6
V,abatamos,0,abatir,6
V,abatan,0,abatir,6
V,abatas,0,abatir,6
V,abate,0,abatir,6
V,abaten,0,abatir,6
V,abates,0,abatir,6
V,abatid,0,abatir,6
V,abatida,0,abatir,6
V,abatidas,2,abatir,6
V,abatido,1,abatir,6
V,abatidos,1,abatir,6
V,abatiendo,0,abatir,6
V,abatiera,1,abatir,6
V,abatierais,0,abatir,6
V,abatieran,0,abatir,6
V,abatieras,0,abatir,6
V,abatiere,0,abatir,6
V,abatiereis,0,abatir,6
V,abatieren,0,abatir,6
V,abatieres,0,abatir,6
V,abatieron,0,abatir,6
V,abatiese,0,abatir,6
V,abatieseis,0,abatir,6
V,abatiesen,0,abatir,6
V,abatieses,0,abatir,6
V,abatimos,0,abatir,6
V,abatir,1,abatir,6
V,abatiremos,0,abatir,6
V,abatirá,0,abatir,6
V,abatirán,0,abatir,6
V,abatirás,0,abatir,6
V,abatiré,0,abatir,6
V,abatiréis,0,abatir,6
V,abatiría,0,abatir,6
V,abatiríais,0,abatir,6
V,abatiríamos,0,abatir,6
V,abatirían,0,abatir,6
V,abatirías,0,abatir,6
V,abatiste,0,abatir,6
V,abatisteis,0,abatir,6
V,abatiéramos,0,abatir,6
V,abatiéremos,0,abatir,6
V,abatiésemos,0,abatir,6
V,abatió,0,abatir,6
V,abato,0,abatir,6
V,abatáis,0,abatir,6
V,abatí,0,abatir,6
V,abatía,0,abatir,6
V,abatíais,0,abatir,6
V,abatíamos,0,abatir,6
V,abatían,0,abatir,6
V,abatías,0,abatir,6
V,abatís,0,abatir,6
V,abdica,0,abdicar,0
V,abdicaba,0,abdicar,0
V,abdicabais,0,abdicar,0
V,abdicaban,0,abdicar,0
V,abdicabas,0,abdicar,0
V,abdicad,0,abdicar,0
V,abdicada,0,abdicar,0
V,abdicadas,0,abdicar,0
V,abdicado,0,abdicar,0
V,abdicados,0,abdicar,0
V,abdicamos,0,abdicar,0
V,abdican,0,abdicar,0
V,abdicando,0,abdicar,0
V,abdicar,0,abdicar,0
V,abdicara,0,abdicar,0
V,abdicarais,0,abdicar,0
V,abdicaran,0,abdicar,0
V,abdicaras,0,abdicar,0
V,abdicare,0,abdicar,0
V,abdicareis,0,abdicar,0
V,abdicaremos,0,abdicar,0
V,abdicaren,0,abdicar,0
V,abdicares,0,abdicar,0
V,abdicaron,0,abdicar,0
V,abdicará,0,abdicar,0
V,abdicarán,0,abdicar,0
V,abdicarás,0,abdicar,0
V,abdicaré,0,abdicar,0
V,abdicaréis,0,abdicar,0
V,abdicaría,0,abdicar,0
V,abdicaríais,0,abdicar,0
V,abdicaríamos,0,abdicar,0
V,abdicarían,0,abdicar,0
V,abdicarías,0,abdicar,0
V,abdicas,0,abdicar,0
V,abdicase,0,abdicar,0
V,abdicaseis,0,abdicar,0
V,abdicasen,0,abdicar,0
V,abdicases,0,abdicar,0
V,abdicaste,0,abdicar,0
V,abdicasteis,0,abdicar,0
V,abdico,0,abdicar,0
V,abdicábamos,0,abdicar,0
V,abdicáis,0,abdicar,0
V,abdicáramos,0,abdicar,0
V,abdicáremos,0,abdicar,0
V,abdicásemos,0,abdicar,0
V,abdicó,0,abdicar,0
V,abdique,0,abdicar,0
V,abdiquemos,0,abdicar,0
V,abdiquen,0,abdicar,0
V,abdiques,0,abdicar,0
V,abdiqué,0,abdicar,0
V,abdiquéis,0,abdicar,0
V,ablanda,0,ablandar,0
V,ablandaba,0,ablandar,0
V,ablandabais,0,ablandar,0
V,ablandaban,0,ablandar,0
V,ablandabas,0,ablandar,0
V,ablandad,0,ablandar,0
V,ablandada,0,ablandar,0
V,ablandadas,0,ablandar,0
V,ablandado,0,ablandar,0
V,ablandados,0,ablandar,0
V,ablandamos,0,ablandar,0
V,ablandan,0,ablandar,0
V,ablandando,0,ablandar,0
V,ablandar,0,ablandar,0
V,ablandara,0,ablandar,0
V,ablandarais,0,ablandar,0
V,ablandaran,0,ablandar,0
V,ablandaras,0,ablandar,0
V,ablandare,0,ablandar,0
V,ablandareis,0,ablandar,0
V,ablandaremos,0,ablandar,0
V,ablandaren,0,ablandar,0
V,ablandares,0,ablandar,0
V,ablandaron,0,ablandar,0
V,ablandará,0,ablandar,0
V,ablandarán,0,ablandar,0
V,ablandarás,0,ablandar,0
V,ablandaré,0,ablandar,0
V,ablandaréis,0,ablandar,0
V,ablandaría,0,ablandar,0
V,ablandaríais,0,ablandar,0
V,ablandaríamos,0,ablandar,0
V,ablandarían,0,ablandar,0
V,ablandarías,0,ablandar,0
V,ablandas,0,ablandar,0
V,ablandase,0,ablandar,0
V,ablandaseis,0,ablandar,0
V,ablandasen,0,ablandar,0
V,ablandases,0,ablandar,0
V,ablandaste,0,ablandar,0
V,ablandasteis,0,ablandar,0
V,ablande,0,ablandar,0
V,ablandemos,0,ablandar,0
V,ablanden,0,ablandar,0
V,ablandes,0,ablandar,0
V,ablando,0,ablandar,0
V,ablandábamos,0,ablandar,0
V,ablandáis,0,ablandar,0
V,ablandáramos,0,ablandar,0
V,ablandáremos,0,ablandar,0
V,ablandásemos,0,ablandar,0
V,ablandé,0,ablandar,0
V,ablandéis,0,ablandar,0
V,ablandó,0,ablandar,0
V,abochorna,0,abochornar,0
V,abochornaba,0,abochornar,0
V,abochornabais,0,abochornar,0
V,abochornaban,0,abochornar,0
V,abochornabas,0,abochornar,0
V,abochornad,0,abochornar,0
V,abochornada,0,abochornar,0
V,abochornadas,0,abochornar,0
V,abochornado,0,abochornar,0
V,abochornados,0,abochornar,0
V,abochornamos,0,abochornar,0
V,abochornan,0,abochornar,0
V,abochornando,0,abochornar,0
V,abochornar,0,abochornar,0
V,abochornara,0,abochornar,0
V,abochornarais,0,abochornar,0
V,abochornaran,0,abochornar,0
V,abochornaras,0,abochornar,0
V,abochornare,0,abochornar,0
V,abochornareis,0,abochornar,0
V,abochornaremos,0,abochornar,0
V,abochornaren,0,abochornar,0
V,abochornares,0,abochornar,0
V,abochornaron,0,abochornar,0
V,abochornará,0,abochornar,0
V,abochornarán,0,abochornar,0
V,abochornarás,0,abochornar,0
V,abochornaré,0,abochornar,0
V,abochornaréis,0,abochornar,0
V,abochornaría,0,abochornar,0
V,abochornaríais,0,abochornar,0
V,abochornaríamos,0,abochornar,0
V,abochornarían,0,abochornar,0
V,abochornarías,0,abochornar,0
V,abochornas,0,abochornar,0
V,abochornase,0,abochornar,0
V,abochornaseis,0,abochornar,0
V,abochornasen,0,abochornar,0
V,abochornases,0,abochornar,0
V,abochornaste,0,abochornar,0
V,abochornasteis,0,abochornar,0
V,abochorne,0,abochornar,0
V,abochornemos,0,abochornar,0
V,abochornen,0,abochornar,0
V,abochornes,0,abochornar,0
V,abochorno,0,abochornar,0
V,abochornábamos,0,abochornar,0
V,abochornáis,0,abochornar,0
V,abochornáramos,0,abochornar,0
V,abochornáremos,0,abochornar,0
V,abochornásemos,0,abochornar,0
V,abochorné,0,abochornar,0
V,abochornéis,0,abochornar,0
V,abochornó,0,abochornar,0
V,abolla,0,abollar,0
V,abollaba,0,abollar,0
V,abollabais,0,abollar,0
V,abollaban,0,abollar,0
V,abollabas,0,abollar,0
V,abollad,0,abollar,0
V,abollada,0,abollar,0
V,abolladas,0,abollar,0
V,abollado,0,abollar,0
V,abollados,0,abollar,0
V,abollamos,0,abollar,0
V,abollan,0,abollar,0
V,abollando,0,abollar,0
V,abollar,0,abollar,0
V,abollara,0,abollar,0
V,abollarais,0,abollar,0
V,abollaran,0,abollar,0
V,abollaras,0,abollar,0
V,abollare,0,abollar,0
V,abollareis,0,abollar,0
V,abollaremos,0,abollar,0
V,abollaren,0,abollar,0
V,abollares,0,abollar,0
V,abollaron,0,abollar,0
V,abollará,0,abollar,0
V,abollarán,0,abollar,0
V,abollarás,0,abollar,0
V,abollaré,0,abollar,0
V,abollaréis,0,abollar,0
V,abollaría,0,abollar,0
V,abollaríais,0,abollar,0
V,abollaríamos,0,abollar,0
V,abollarían,0,abollar,0
V,abollarías,0,abollar,0
V,abollas,0,abollar,0
V,abollase,0,abollar,0
V,abollaseis,0,abollar,0
V,abollasen,0,abollar,0
V,abollases,0,abollar,0
V,abollaste,0,abollar,0
V,abollasteis,0,abollar,0
V,abolle,0,abollar,0
V,abollemos,0,abollar,0
V,abollen,0,abollar,0
V,abolles,0,abollar,0
V,abollo,0,abollar,0
V,abollábamos,0,abollar,0
V,abolláis,0,abollar,0
V,abolláramos,0,abollar,0
V,abolláremos,0,abollar,0
V,abollásemos,0,abollar,0
V,abollé,0,abollar,0
V,abolléis,0,abollar,0
V,abolló,0,abollar,0
V,abomina,0,abominar,0
V,abominaba,0,abominar,0
V,abominabais,0,abominar,0
V,abominaban,0,abominar,0
V,abominabas,0,abominar,0
V,abominad,0,abominar,0
V,abominada,0,abominar,0
V,abominadas,0,abominar,0
V,abominado,0,abominar,0
V,abominados,0,abominar,0
V,abominamos,0,abominar,0
V,abominan,0,abominar,0
V,abominando,0,abominar,0
V,abominar,0,abominar,0
V,abominara,0,abominar,0
V,abominarais,0,abominar,0
V,abominaran,0,abominar,0
V,abominaras,0,abominar,0
V,abominare,0,abominar,0
V,abominareis,0,abominar,0
V,abominaremos,0,abominar,0
V,abominaren,0,abominar,0
V,abominares,0,abominar,0
V,abominaron,0,abominar,0
V,abominará,0,abominar,0
V,abominarán,0,abominar,0
V,abominarás,0,abominar,0
V,abominaré,0,abominar,0
V,abominaréis,0,abominar,0
V,abominaría,0,abominar,0
V,abominaríais,0,abominar,0
V,abominaríamos,0,abominar,0
V,abominarían,0,abominar,0
V,abominarías,0,abominar,0
V,abominas,0,abominar,0
V,abominase,0,abominar,0
V,abominaseis,0,abominar,0
V,abominasen,0,abominar,0
V,abominases,0,abominar,0
V,abominaste,0,abominar,0
V,abominasteis,0,abominar,0
V,abomine,0,abominar,0
V,abominemos,0,abominar,0
V,abominen,0,abominar,0
V,abomines,0,abominar,0
V,abomino,0,abominar,0
V,abominábamos,0,abominar,0
V,abomináis,0,abominar,0
V,abomináramos,0,abominar,0
V,abomináremos,0,abominar,0
V,abominásemos,0,abominar,0
V,abominé,0,abominar,0
V,abominéis,0,abominar,0
V,abominó,0,abominar,0
V,aborta,0,abortar,5
V,abortaba,0,abortar,5
V,abortabais,0,abortar,5
V,abortaban,0,abortar,5
V,abortabas,0,abortar,5
V,abortad,0,abortar,5
V,abortada,0,abortar,5
V,abortadas,0,abortar,5
V,abortado,0,abortar,5
V,abortados,0,abortar,5
V,abortamos,0,abortar,5
V,abortan,0,abortar,5
V,abortando,0,abortar,5
V,abortar,0,abortar,5
V,abortara,0,abortar,5
V,abortarais,0,abortar,5
V,abortaran,0,abortar,5
V,abortaras,0,abortar,5
V,abortare,0,abortar,5
V,abortareis,0,abortar,5
V,abortaremos,0,abortar,5
V,abortaren,0,abortar,5
V,abortares,0,abortar,5
V,abortaron,0,abortar,5
V,abortará,0,abortar,5
V,abortarán,0,abortar,5
V,abortarás,0,abortar,5
V,abortaré,0,abortar,5
V,abortaréis,0,abortar,5
V,abortaría,0,abortar,5
V,abortaríais,0,abortar,5
V,abortaríamos,0,abortar,5
V,abortarían,0,abortar,5
V,abortarías,0,abortar,5
V,abortas,0,abortar,5
V,abortase,0,abortar,5
V,abortaseis,0,abortar,5
V,abortasen,0,abortar,5
V,abortases,0,abortar,5
V,abortaste,0,abortar,5
V,abortasteis,0,abortar,5
V,aborte,0,abortar,5
V,abortemos,0,abortar,5
V,aborten,0,abortar,5
V,abortes,0,abortar,5
V,aborto,5,abortar,5
V,abortábamos,0,abortar,5
V,abortáis,0,abortar,5
V,abortáramos,0,abortar,5
V,abortáremos,0,abortar,5
V,abortásemos,0,abortar,5
V,aborté,0,abortar,5
V,abortéis,0,abortar,5
V,abortó,0,abortar,5
V,abrace,0,abrazar,12
V,abracemos,0,abrazar,12
V,abracen,1,abrazar,12
V,abraces,0,abrazar,12
V,abracé,0,abrazar,12
V,abracéis,0,abrazar,12
V,abraza,2,abrazar,12
V,abrazaba,0,abrazar,12
V,abrazabais,0,abrazar,12
V,abrazaban,0,abrazar,12
V,abrazabas,0,abrazar,12
V,abrazad,0,abrazar,12
V,abrazada,1,abrazar,12
V,abrazadas,0,abrazar,12
V,abrazado,0,abrazar,12
V,abrazados,1,abrazar,12
V,abrazamos,0,abrazar,12
V,abrazan,0,abrazar,12
V,abrazando,2,abrazar,12
V,abrazar,0,abrazar,12
V,abrazara,0,abrazar,12
V,abrazarais,0,abrazar,12
V,abrazaran,0,abrazar,12
V,abrazaras,0,abrazar,12
V,abrazare,0,abrazar,12
V,abrazareis,0,abrazar,12
V,abrazaremos,0,abrazar,12
V,abrazaren,0,abrazar,12
V,abrazares,0,abrazar,12
V,abrazaron,0,abrazar,12
V,abrazará,0,abrazar,12
V,abrazarán,0,abrazar,12
V,abrazarás,0,abrazar,12
V,abrazaré,0,abrazar,12
V,abrazaréis,0,abrazar,12
V,abrazaría,0,abrazar,12
V,abrazaríais,0,abrazar,12
V,abrazaríamos,0,abrazar,12
V,abrazarían,0,abrazar,12
V,abrazarías,0,abrazar,12
V,abrazas,0,abrazar,12
V,abrazase,0,abrazar,12
V,abrazaseis,0,abrazar,12
V,abrazasen,0,abrazar,12
V,abrazases,0,abrazar,12
V,abrazaste,0,abrazar,12
V,abrazasteis,0,abrazar,12
V,abrazo,5,abrazar,12
V,abrazábamos,0,abrazar,12
V,abrazáis,0,abrazar,12
V,abrazáramos,0,abrazar,12
V,abrazáremos,0,abrazar,12
V,abrazásemos,0,abrazar,12
V,abrazó,0,abrazar,12
V,abreva,0,abrevar,0
V,abrevaba,0,abrevar,0
V,abrevabais,0,abrevar,0
V,abrevaban,0,abrevar,0
V,abrevabas,0,abrevar,0
V,abrevad,0,abrevar,0
V,abrevada,0,abrevar,0
V,abrevadas,0,abrevar,0
V,abrevado,0,abrevar,0
V,abrevados,0,abrevar,0
V,abrevamos,0,abrevar,0
V,abrevan,0,abrevar,0
V,abrevando,0,abrevar,0
V,abrevar,0,abrevar,0
V,abrevara,0,abrevar,0
V,abrevarais,0,abrevar,0
V,abrevaran,0,abrevar,0
V,abrevaras,0,abrevar,0
V,abrevare,0,abrevar,0
V,abrevareis,0,abrevar,0
V,abrevaremos,0,abrevar,0
V,abrevaren,0,abrevar,0
V,abrevares,0,abrevar,0
V,abrevaron,0,abrevar,0
V,abrevará,0,abrevar,0
V,abrevarán,0,abrevar,0
V,abrevarás,0,abrevar,0
V,abrevaré,0,abrevar,0
V,abrevaréis,0,abrevar,0
V,abrevaría,0,abrevar,0
V,abrevaríais,0,abrevar,0
V,abrevaríamos,0,abrevar,0
V,abrevarían,0,abrevar,0
V,abrevarías,0,abrevar,0
V,abrevas,0,abrevar,0
V,abrevase,0,abrevar,0
V,abrevaseis,0,abrevar,0
V,abrevasen,0,abrevar,0
V,abrevases,0,abrevar,0
V,abrevaste,0,abrevar,0
V,abrevasteis,0,abrevar,0
V,abreve,0,abrevar,0
V,abrevemos,0,abrevar,0
V,abreven,0,abrevar,0
V,abreves,0,abrevar,0
V,abrevo,0,abrevar,0
V,abrevábamos,0,abrevar,0
V,abreváis,0,abrevar,0
V,abreváramos,0,abrevar,0
V,abreváremos,0,abrevar,0
V,abrevásemos,0,abrevar,0
V,abrevé,0,abrevar,0
V,abrevéis,0,abrevar,0
V,abrevó,0,abrevar,0
V,abrevia,0,abreviar,3
V,abreviaba,0,abreviar,3
V,abreviabais,0,abreviar,3
V,abreviaban,0,abreviar,3
V,abreviabas,0,abreviar,3
V,abreviad,0,abreviar,3
V,abreviada,1,abreviar,3
V,abreviadas,0,abreviar,3
V,abreviado,0,abreviar,3
V,abreviados,2,abreviar,3
V,abreviamos,0,abreviar,3
V,abrevian,0,abreviar,3
V,abreviando,0,abreviar,3
V,abreviar,0,abreviar,3
V,abreviara,0,abreviar,3
V,abreviarais,0,abreviar,3
V,abreviaran,0,abreviar,3
V,abreviaras,0,abreviar,3
V,abreviare,0,abreviar,3
V,abreviareis,0,abreviar,3
V,abreviaremos,0,abreviar,3
V,abreviaren,0,abreviar,3
V,abreviares,0,abreviar,3
V,abreviaron,0,abreviar,3
V,abreviará,0,abreviar,3
V,abreviarán,0,abreviar,3
V,abreviarás,0,abreviar,3
V,abreviaré,0,abreviar,3
V,abreviaréis,0,abreviar,3
V,abreviaría,0,abreviar,3
V,abreviaríais,0,abreviar,3
V,abreviaríamos,0,abreviar,3
V,abreviarían,0,abreviar,3
V,abreviarías,0,abreviar,3
V,abrevias,0,abreviar,3
V,abreviase,0,abreviar,3
V,abreviaseis,0,abreviar,3
V,abreviasen,0,abreviar,3
V,abreviases,0,abreviar,3
V,abreviaste,0,abreviar,3
V,abreviasteis,0,abreviar,3
V,abrevie,0,abreviar,3
V,abreviemos,0,abreviar,3
V,abrevien,0,abreviar,3
V,abrevies,0,abreviar,3
V,abrevio,0,abreviar,3
