abellotado,abellotado,A,Q,0,M,S,0,0
abellotados,abellotado,A,Q,0,M,P,0,0
aberenjenada,aberenjenado,A,Q,0,F,S,0,0
aberenjenadas,aberenjenado,A,Q,0,F,P,0,0
aberenjenado,aberenjenado,A,Q,0,M,S,0,0
aberenjenados,aberenjenado,A,Q,0,M,P,0,0
aberrante,aberrante,A,Q,0,C,S,0,0
aberrantes,aberrante,A,Q,0,C,P,0,0
abertal,abertal,A,Q,0,C,S,0,0
abertales,abertal,A,Q,0,C,P,0,0
abertzale,abertzale,A,Q,0,C,S,0,0
abertzales,abertzale,A,Q,0,C,P,0,0
abisal,abisal,A,Q,0,C,S,0,0
abisales,abisal,A,Q,0,C,P,0,0
abisinia,abisinio,A,Q,0,F,S,0,0
abisinias,abisinio,A,Q,0,F,P,0,0
abisinio,abisinio,A,Q,0,M,S,0,0
abisinios,abisinio,A,Q,0,M,P,0,0
abismal,abismal,A,Q,0,C,S,0,0
abismales,abismal,A,Q,0,C,P,0,0
abismática,abismático,A,Q,0,F,S,0,0
abismáticas,abismático,A,Q,0,F,P,0,0
abismático,abismático,A,Q,0,M,S,0,0
abismáticos,abismático,A,Q,0,M,P,0,0
abizcochada,abizcochado,A,Q,0,F,S,0,0
abizcochadas,abizcochado,A,Q,0,F,P,0,0
abizcochado,abizcochado,A,Q,0,M,S,0,0
abizcochados,abizcochado,A,Q,0,M,P,0,0
abiética,abiético,A,Q,0,F,S,0,0
abiéticas,abiético,A,Q,0,F,P,0,0
abiético,abiético,A,Q,0,M,S,0,0
abiéticos,abiético,A,Q,0,M,P,0,0
abiótica,abiótico,A,Q,0,F,S,0,0
abióticas,abiótico,A,Q,0,F,P,0,0
abiótico,abiótico,A,Q,0,M,S,0,0
abióticos,abiótico,A,Q,0,M,P,0,0
ablandador,ablandador,A,Q,0,M,S,0,0
ablandadora,ablandador,A,Q,0,F,S,0,0
ablandadoras,ablandador,A,Q,0,F,P,0,0
ablandadores,ablandador,A,Q,0,M,P,0,0
ablusada,ablusado,A,Q,0,F,S,0,0
ablusadas,ablusado,A,Q,0,F,P,0,0
ablusado,ablusado,A,Q,0,M,S,0,0
ablusados,ablusado,A,Q,0,M,P,0,0
abnegada,abnegado,A,Q,0,F,S,0,0
abnegadas,abnegado,A,Q,0,F,P,0,0
abnegado,abnegado,A,Q,0,M,S,0,0
abnegados,abnegado,A,Q,0,M,P,0,0
abolicionista,abolicionista,A,Q,0,C,S,0,0
abolicionistas,abolicionista,A,Q,0,C,P,0,0
abominable,abominable,A,Q,0,C,S,0,0
abominables,abominable,A,Q,0,C,P,0,0
abonable,abonable,A,Q,0,C,S,0,0
abonables,abonable,A,Q,0,C,P,0,0
abonador,abonador,A,Q,0,M,S,0,0
abonadora,abonador,A,Q,0,F,S,0,0
abonadoras,abonador,A,Q,0,F,P,0,0
abonadores,abonador,A,Q,0,M,P,0,0
aboral,aboral,A,Q,0,C,S,0,0
aborales,aboral,A,Q,0,C,P,0,0
abordable,abordable,A,Q,0,C,S,0,0
abordables,abordable,A,Q,0,C,P,0,0
abordador,abordador,A,Q,0,M,S,0,0
abordadora,abordador,A,Q,0,F,S,0,0
abordadoras,abordador,A,Q,0,F,P,0,0
abordadores,abordador,A,Q,0,M,P,0,0
aborigen,aborigen,A,Q,0,C,S,0,0
aborrecedor,aborrecedor,A,Q,0,M,S,0,0
aborrecedora,aborrecedor,A,Q,0,F,S,0,0
aborrecedoras,aborrecedor,A,Q,0,F,P,0,0
aborrecedores,aborrecedor,A,Q,0,M,P,0,0
aborrecible,aborrecible,A,Q,0,C,S,0,0
aborrecibles,aborrecible,A,Q,0,C,P,0,0
abortista,abortista,A,Q,0,C,S,0,0
abortistas,abortista,A,Q,0,C,P,0,0
abortiva,abortivo,A,Q,0,F,S,0,0
abortivas,abortivo,A,Q,0,F,P,0,0
abortivo,abortivo,A,Q,0,M,S,0,0
abortivos,abortivo,A,Q,0,M,P,0,0
aborígenes,aborigen,A,Q,0,C,P,0,0
abotinada,abotinado,A,Q,0,F,S,0,0
abotinadas,abotinado,A,Q,0,F,P,0,0
abotinado,abotinado,A,Q,0,M,S,0,0
abotinados,abotinado,A,Q,0,M,P,0,0
abracadabrante,abracadabrante,A,Q,0,C,S,0,0
abracadabrantes,abracadabrante,A,Q,0,C,P,0,0
abrasador,abrasador,A,Q,0,M,S,0,0
abrasadora,abrasador,A,Q,0,F,S,0,0
abrasadoras,abrasador,A,Q,0,F,P,0,0
abrasadores,abrasador,A,Q,0,M,P,0,0
abrasiva,abrasivo,A,Q,0,F,S,0,0
abrasivas,abrasivo,A,Q,0,F,P,0,0
abrasivo,abrasivo,A,Q,0,M,S,0,0
abrasivos,abrasivo,A,Q,0,M,P,0,0
abrazador,abrazador,A,Q,0,M,S,0,0
abrazadora,abrazador,A,Q,0,F,S,0,0
abrazadoras,abrazador,A,Q,0,F,P,0,0
abrazadores,abrazador,A,Q,0,M,P,0,0
abreviable,abreviable,A,Q,0,C,S,0,0
abreviables,abreviable,A,Q,0,C,P,0,0
abridera,abridero,A,Q,0,F,S,0,0
abrideras,abridero,A,Q,0,F,P,0,0
abridero,abridero,A,Q,0,M,S,0,0
abrideros,abridero,A,Q,0,M,P,0,0
abridor,abridor,A,Q,0,M,S,0,0
abridora,abridor,A,Q,0,F,S,0,0
abridoras,abridor,A,Q,0,F,P,0,0
abridores,abridor,A,Q,0,M,P,0,0
abrileña,abrileño,A,Q,0,F,S,0,0
abrileñas,abrileño,A,Q,0,F,P,0,0
abrileño,abrileño,A,Q,0,M,S,0,0
abrileños,abrileño,A,Q,0,M,P,0,0
abrogatoria,abrogatorio,A,Q,0,F,S,0,0
abrogatorias,abrogatorio,A,Q,0,F,P,0,0
abrogatorio,abrogatorio,A,Q,0,M,S,0,0
abrogatorios,abrogatorio,A,Q,0,M,P,0,0
abrumador,abrumador,A,Q,0,M,S,0,0
abrumadora,abrumador,A,Q,0,F,S,0,0
abrumadoras,abrumador,A,Q,0,F,P,0,0
abrumadores,abrumador,A,Q,0,M,P,0,0
abrupta,abrupto,A,Q,0,F,S,0,0
abruptas,abrupto,A,Q,0,F,P,0,0
abrupto,abrupto,A,Q,0,M,S,0,0
abruptos,abrupto,A,Q,0,M,P,0,0
abrutada,abrutado,A,Q,0,F,S,0,0
abrutadas,abrutado,A,Q,0,F,P,0,0
abrutado,abrutado,A,Q,0,M,S,0,0
abrutados,abrutado,A,Q,0,M,P,0,0
abrúptica,abrúptico,A,Q,0,F,S,0,0
abrúpticas,abrúptico,A,Q,0,F,P,0,0
abrúptico,abrúptico,A,Q,0,M,S,0,0
abrúpticos,abrúptico,A,Q,0,M,P,0,0
absentista,absentista,A,Q,0,C,S,0,0
absentistas,absentista,A,Q,0,C,P,0,0
absidal,absidal,A,Q,0,C,S,0,0
absidales,absidal,A,Q,0,C,P,0,0
absoluta,absoluto,A,Q,0,F,S,0,0
absolutas,absoluto,A,Q,0,F,P,0,0
absolutista,absolutista,A,Q,0,C,S,0,0
absolutistas,absolutista,A,Q,0,C,P,0,0
absoluto,absoluto,A,Q,0,M,S,0,0
absolutoria,absolutorio,A,Q,0,F,S,0,0
absolutorias,absolutorio,A,Q,0,F,P,0,0
absolutorio,absolutorio,A,Q,0,M,S,0,0
absolutorios,absolutorio,A,Q,0,M,P,0,0
absolutos,absoluto,A,Q,0,M,P,0,0
absolvedor,absolvedor,A,Q,0,M,S,0,0
absolvedora,absolvedor,A,Q,0,F,S,0,0
absolvedoras,absolvedor,A,Q,0,F,P,0,0
absolvedores,absolvedor,A,Q,0,M,P,0,0
absorbente,absorbente,A,Q,0,C,S,0,0
absorbentes,absorbente,A,Q,0,C,P,0,0
absorbible,absorbible,A,Q,0,C,S,0,0
absorbibles,absorbible,A,Q,0,C,P,0,0
absorta,absorto,A,Q,0,F,S,0,0
absortas,absorto,A,Q,0,F,P,0,0
absorto,absorto,A,Q,0,M,S,0,0
absortos,absorto,A,Q,0,M,P,0,0
abstemia,abstemio,A,Q,0,F,S,0,0
abstemias,abstemio,A,Q,0,F,P,0,0
abstemio,abstemio,A,Q,0,M,S,0,0
abstemios,abstemio,A,Q,0,M,P,0,0
abstencionista,abstencionista,A,Q,0,C,S,0,0
abstencionistas,abstencionista,A,Q,0,C,P,0,0
abstergente,abstergente,A,Q,0,C,S,0,0
abstergentes,abstergente,A,Q,0,C,P,0,0
abstersiva,abstersivo,A,Q,0,F,S,0,0
abstersivas,abstersivo,A,Q,0,F,P,0,0
abstersivo,abstersivo,A,Q,0,M,S,0,0
abstersivos,abstersivo,A,Q,0,M,P,0,0
abstinente,abstinente,A,Q,0,C,S,0,0
abstinentes,abstinente,A,Q,0,C,P,0,0
abstracta,abstracto,A,Q,0,F,S,0,0
abstractas,abstracto,A,Q,0,F,P,0,0
abstracto,abstracto,A,Q,0,M,S,0,0
abstractos,abstracto,A,Q,0,M,P,0,0
abstrusa,abstruso,A,Q,0,F,S,0,0
abstrusas,abstruso,A,Q,0,F,P,0,0
abstruso,abstruso,A,Q,0,M,S,0,0
abstrusos,abstruso,A,Q,0,M,P,0,0
absurda,absurdo,A,Q,0,F,S,0,0
absurdas,absurdo,A,Q,0,F,P,0,0
absurdo,absurdo,A,Q,0,M,S,0,0
absurdos,absurdo,A,Q,0,M,P,0,0
abulense,abulense,A,Q,0,C,S,0,0
abulenses,abulense,A,Q,0,C,P,0,0
abundante,abundante,A,Q,0,C,S,0,0
abundantes,abundante,A,Q,0,C,P,0,0
abundosa,abundoso,A,Q,0,F,S,0,0
abundosas,abundoso,A,Q,0,F,P,0,0
abundoso,abundoso,A,Q,0,M,S,0,0
abundosos,abundoso,A,Q,0,M,P,0,0
abusiva,abusivo,A,Q,0,F,S,0,0
abusivas,abusivo,A,Q,0,F,P,0,0
abusivo,abusivo,A,Q,0,M,S,0,0
abusivos,abusivo,A,Q,0,M,P,0,0
abusona,abusón,A,Q,0,F,S,0,0
abusonas,abusón,A,Q,0,F,P,0,0
abusones,abusón,A,Q,0,M,P,0,0
abusón,abusón,A,Q,0,M,S,0,0
abyecta,abyecto,A,Q,0,F,S,0,0
abyectas,abyecto,A,Q,0,F,P,0,0
abyecto,abyecto,A,Q,0,M,S,0,0
abyectos,abyecto,A,Q,0,M,P,0,0
abúlica,abúlico,A,Q,0,F,S,0,0
abúlicas,abúlico,A,Q,0,F,P,0,0
abúlico,abúlico,A,Q,0,M,S,0,0
abúlicos,abúlico,A,Q,0,M,P,0,0
acabable,acabable,A,Q,0,C,S,0,0
acabables,acabable,A,Q,0,C,P,0,0
acabador,acabador,A,Q,0,M,S,0,0
acabadora,acabador,A,Q,0,F,S,0,0
acabadoras,acabador,A,Q,0,F,P,0,0
acabadores,acabador,A,Q,0,M,P,0,0
academicista,academicista,A,Q,0,C,S,0,0
academicistas,academicista,A,Q,0,C,P,0,0
académica,académico,A,Q,0,F,S,0,0
académicas,académico,A,Q,0,F,P,0,0
académico,académico,A,Q,0,M,S,0,0
académicos,académico,A,Q,0,M,P,0,0
acaecedera,acaecedero,A,Q,0,F,S,0,0
acaecederas,acaecedero,A,Q,0,F,P,0,0
acaecedero,acaecedero,A,Q,0,M,S,0,0
acaecederos,acaecedero,A,Q,0,M,P,0,0
acalabazada,acalabazado,A,Q,0,F,S,0,0
acalabazadas,acalabazado,A,Q,0,F,P,0,0
acalabazado,acalabazado,A,Q,0,M,S,0,0
acalabazados,acalabazado,A,Q,0,M,P,0,0
acalefa,acalefo,A,Q,0,F,S,0,0
acalefas,acalefo,A,Q,0,F,P,0,0
acalefo,acalefo,A,Q,0,M,S,0,0
acalefos,acalefo,A,Q,0,M,P,0,0
acamellada,acamellado,A,Q,0,F,S,0,0
acamelladas,acamellado,A,Q,0,F,P,0,0
acamellado,acamellado,A,Q,0,M,S,0,0
acamellados,acamellado,A,Q,0,M,P,0,0
acampanada,acampanado,A,Q,0,F,S,0,0
acampanadas,acampanado,A,Q,0,F,P,0,0
acampanado,acampanado,A,Q,0,M,S,0,0
acampanados,acampanado,A,Q,0,M,P,0,0
acancionada,acancionado,A,Q,0,F,S,0,0
acancionadas,acancionado,A,Q,0,F,P,0,0
acancionado,acancionado,A,Q,0,M,S,0,0
acancionados,acancionado,A,Q,0,M,P,0,0
acanelada,acanelado,A,Q,0,F,S,0,0
acaneladas,acanelado,A,Q,0,F,P,0,0
acanelado,acanelado,A,Q,0,M,S,0,0
acanelados,acanelado,A,Q,0,M,P,0,0
acanillada,acanillado,A,Q,0,F,S,0,0
acanilladas,acanillado,A,Q,0,F,P,0,0
acanillado,acanillado,A,Q,0,M,S,0,0
acanillados,acanillado,A,Q,0,M,P,0,0
acaobada,acaobado,A,Q,0,F,S,0,0
acaobadas,acaobado,A,Q,0,F,P,0,0
acaobado,acaobado,A,Q,0,M,S,0,0
acaobados,acaobado,A,Q,0,M,P,0,0
acaparador,acaparador,A,Q,0,M,S,0,0
acaparadora,acaparador,A,Q,0,F,S,0,0
acaparadoras,acaparador,A,Q,0,F,P,0,0
acaparadores,acaparador,A,Q,0,M,P,0,0
acaponada,acaponado,A,Q,0,F,S,0,0
acaponadas,acaponado,A,Q,0,F,P,0,0
acaponado,acaponado,A,Q,0,M,S,0,0
acaponados,acaponado,A,Q,0,M,P,0,0
acaracolada,acaracolado,A,Q,0,F,S,0,0
acaracoladas,acaracolado,A,Q,0,F,P,0,0
acaracolado,acaracolado,A,Q,0,M,S,0,0
acaracolados,acaracolado,A,Q,0,M,P,0,0
acariciador,acariciador,A,Q,0,M,S,0,0
acariciadora,acariciador,A,Q,0,F,S,0,0
acariciadoras,acariciador,A,Q,0,F,P,0,0
acariciadores,acariciador,A,Q,0,M,P,0,0
acariciante,acariciante,A,Q,0,C,S,0,0
acariciantes,acariciante,A,Q,0,C,P,0,0
acaricida,acaricida,A,Q,0,C,S,0,0
acaricidas,acaricida,A,Q,0,C,P,0,0
acarminada,acarminado,A,Q,0,F,S,0,0
acarminadas,acarminado,A,Q,0,F,P,0,0
acarminado,acarminado,A,Q,0,M,S,0,0
acarminados,acarminado,A,Q,0,M,P,0,0
acarreador,acarreador,A,Q,0,M,S,0,0
acarreadora,acarreador,A,Q,0,F,S,0,0
acarreadoras,acarreador,A,Q,0,F,P,0,0
acarreadores,acarreador,A,Q,0,M,P,0,0
acatador,acatador,A,Q,0,M,S,0,0
acatadora,acatador,A,Q,0,F,S,0,0
acatadoras,acatador,A,Q,0,F,P,0,0
acatadores,acatador,A,Q,0,M,P,0,0
acataléctica,acataléctico,A,Q,0,F,S,0,0
acatalécticas,acataléctico,A,Q,0,F,P,0,0
acataléctico,acataléctico,A,Q,0,M,S,0,0
acatalécticos,acataléctico,A,Q,0,M,P,0,0
acaule,acaule,A,Q,0,C,S,0,0
acaules,acaule,A,Q,0,C,P,0,0
accesible,accesible,A,Q,0,C,S,0,0
accesibles,accesible,A,Q,0,C,P,0,0
accesional,accesional,A,Q,0,C,S,0,0
accesionales,accesional,A,Q,0,C,P,0,0
accesoria,accesorio,A,Q,0,F,S,0,0
accesorias,accesorio,A,Q,0,F,P,0,0
accesorio,accesorio,A,Q,0,M,S,0,0
accesorios,accesorio,A,Q,0,M,P,0,0
accidental,accidental,A,Q,0,C,S,0,0
accidentales,accidental,A,Q,0,C,P,0,0
accionable,accionable,A,Q,0,C,S,0,0
accionables,accionable,A,Q,0,C,P,0,0
accionaria,accionario,A,Q,0,F,S,0,0
accionarial,accionarial,A,Q,0,C,S,0,0
accionariales,accionarial,A,Q,0,C,P,0,0
accionarias,accionario,A,Q,0,F,P,0,0
accionario,accionario,A,Q,0,M,S,0,0
accionarios,accionario,A,Q,0,M,P,0,0
accionista,accionista,A,Q,0,C,S,0,0
accionistas,accionista,A,Q,0,C,P,0,0
acebollada,acebollado,A,Q,0,F,S,0,0
acebolladas,acebollado,A,Q,0,F,P,0,0
acebollado,acebollado,A,Q,0,M,S,0,0
acebollados,acebollado,A,Q,0,M,P,0,0
acebrada,acebrado,A,Q,0,F,S,0,0
acebradas,acebrado,A,Q,0,F,P,0,0
acebrado,acebrado,A,Q,0,M,S,0,0
acebrados,acebrado,A,Q,0,M,P,0,0
acebuchal,acebuchal,A,Q,0,C,S,0,0
acebuchales,acebuchal,A,Q,0,C,P,0,0
aceda,acedo,A,Q,0,F,S,0,0
acedas,acedo,A,Q,0,F,P,0,0
acedo,acedo,A,Q,0,M,S,0,0
acedos,acedo,A,Q,0,M,P,0,0
aceitera,aceitero,A,Q,0,F,S,0,0
aceiteras,aceitero,A,Q,0,F,P,0,0
aceitero,aceitero,A,Q,0,M,S,0,0
aceiteros,aceitero,A,Q,0,M,P,0,0
aceitosa,aceitoso,A,Q,0,F,S,0,0
aceitosas,aceitoso,A,Q,0,F,P,0,0
aceitoso,aceitoso,A,Q,0,M,S,0,0
aceitosos,aceitoso,A,Q,0,M,P,0,0
aceitunada,aceitunado,A,Q,0,F,S,0,0
aceitunadas,aceitunado,A,Q,0,F,P,0,0
aceitunado,aceitunado,A,Q,0,M,S,0,0
aceitunados,aceitunado,A,Q,0,M,P,0,0
aceitunera,aceitunero,A,Q,0,F,S,0,0
aceituneras,aceitunero,A,Q,0,F,P,0,0
aceitunero,aceitunero,A,Q,0,M,S,0,0
aceituneros,aceitunero,A,Q,0,M,P,0,0
aceitunil,aceitunil,A,Q,0,C,S,0,0
aceituniles,aceitunil,A,Q,0,C,P,0,0
aceituno,aceituno,A,Q,0,M,S,0,0
aceitunos,aceituno,A,Q,0,M,P,0,0
acelerador,acelerador,A,Q,0,M,S,0,0
aceleradora,acelerador,A,Q,0,F,S,0,0
aceleradoras,acelerador,A,Q,0,F,P,0,0
aceleradores,acelerador,A,Q,0,M,P,0,0
acelular,acelular,A,Q,0,C,S,0,0
acelulares,acelular,A,Q,0,C,P,0,0
acemilera,acemilero,A,Q,0,F,S,0,0
acemileras,acemilero,A,Q,0,F,P,0,0
acemilero,acemilero,A,Q,0,M,S,0,0
acemileros,acemilero,A,Q,0,M,P,0,0
acentual,acentual,A,Q,0,C,S,0,0
acentuales,acentual,A,Q,0,C,P,0,0
acepta,acepto,A,Q,0,F,S,0,0
aceptable,aceptable,A,Q,0,C,S,0,0
aceptables,aceptable,A,Q,0,C,P,0,0
aceptante,aceptante,A,Q,0,C,S,0,0
aceptantes,aceptante,A,Q,0,C,P,0,0
aceptas,acepto,A,Q,0,F,P,0,0
acepto,acepto,A,Q,0,M,S,0,0
aceptor,aceptor,A,Q,0,M,S,0,0
aceptora,aceptor,A,Q,0,F,S,0,0
aceptoras,aceptor,A,Q,0,F,P,0,0
aceptores,aceptor,A,Q,0,M,P,0,0
aceptos,acepto,A,Q,0,M,P,0,0
acerba,acerbo,A,Q,0,F,S,0,0
acerbas,acerbo,A,Q,0,F,P,0,0
acerbo,acerbo,A,Q,0,M,S,0,0
acerbos,acerbo,A,Q,0,M,P,0,0
acescente,acescente,A,Q,0,C,S,0,0
acescentes,acescente,A,Q,0,C,P,0,0
acetabular,acetabular,A,Q,0,C,S,0,0
acetabulares,acetabular,A,Q,0,C,P,0,0
acetilsalicílica,acetilsalicílico,A,Q,0,F,S,0,0
acetilsalicílicas,acetilsalicílico,A,Q,0,F,P,0,0
acetilsalicílico,acetilsalicílico,A,Q,0,M,S,0,0
acetilsalicílicos,acetilsalicílico,A,Q,0,M,P,0,0
acetilénica,acetilénico,A,Q,0,F,S,0,0
acetilénicas,acetilénico,A,Q,0,F,P,0,0
acetilénico,acetilénico,A,Q,0,M,S,0,0
acetilénicos,acetilénico,A,Q,0,M,P,0,0
acetoacética,acetoacético,A,Q,0,F,S,0,0
acetoacéticas,acetoacético,A,Q,0,F,P,0,0
acetoacético,acetoacético,A,Q,0,M,S,0,0
acetoacéticos,acetoacético,A,Q,0,M,P,0,0
acetosa,acetoso,A,Q,0,F,S,0,0
acetosas,acetoso,A,Q,0,F,P,0,0
acetoso,acetoso,A,Q,0,M,S,0,0
acetosos,acetoso,A,Q,0,M,P,0,0
acetónica,acetónico,A,Q,0,F,S,0,0
acetónicas,acetónico,A,Q,0,F,P,0,0
acetónico,acetónico,A,Q,0,M,S,0,0
acetónicos,acetónico,A,Q,0,M,P,0,0
acezosa,acezoso,A,Q,0,F,S,0,0
acezosas,acezoso,A,Q,0,F,P,0,0
acezoso,acezoso,A,Q,0,M,S,0,0
acezosos,acezoso,A,Q,0,M,P,0,0
achacable,achacable,A,Q,0,C,S,0,0
achacables,achacable,A,Q,0,C,P,0,0
achacosa,achacoso,A,Q,0,F,S,0,0
achacosas,achacoso,A,Q,0,F,P,0,0
achacoso,achacoso,A,Q,0,M,S,0,0
achacosos,achacoso,A,Q,0,M,P,0,0
achampanada,achampanado,A,Q,0,F,S,0,0
achampanadas,achampanado,A,Q,0,F,P,0,0
achampanado,achampanado,A,Q,0,M,S,0,0
achampanados,achampanado,A,Q,0,M,P,0,0
achampañada,achampañado,A,Q,0,F,S,0,0
achampañadas,achampañado,A,Q,0,F,P,0,0
achampañado,achampañado,A,Q,0,M,S,0,0
achampañados,achampañado,A,Q,0,M,P,0,0
achaquienta,achaquiento,A,Q,0,F,S,0,0
achaquientas,achaquiento,A,Q,0,F,P,0,0
achaquiento,achaquiento,A,Q,0,M,S,0,0
achaquientos,achaquiento,A,Q,0,M,P,0,0
achicador,achicador,A,Q,0,M,S,0,0
achicadora,achicador,A,Q,0,F,S,0,0
achicadoras,achicador,A,Q,0,F,P,0,0
achicadores,achicador,A,Q,0,M,P,0,0
achicharrante,achicharrante,A,Q,0,C,S,0,0
achicharrantes,achicharrante,A,Q,0,C,P,0,0
achinada,achinado,A,Q,0,F,S,0,0
achinadas,achinado,A,Q,0,F,P,0,0
achinado,achinado,A,Q,0,M,S,0,0
achinados,achinado,A,Q,0,M,P,0,0
achiquillada,achiquillado,A,Q,0,F,S,0,0
achiquilladas,achiquillado,A,Q,0,F,P,0,0
achiquillado,achiquillado,A,Q,0,M,S,0,0
achiquillados,achiquillado,A,Q,0,M,P,0,0
achocolatada,achocolatado,A,Q,0,F,S,0,0
achocolatadas,achocolatado,A,Q,0,F,P,0,0
achocolatado,achocolatado,A,Q,0,M,S,0,0
achocolatados,achocolatado,A,Q,0,M,P,0,0
achulada,achulado,A,Q,0,F,S,0,0
achuladas,achulado,A,Q,0,F,P,0,0
achulado,achulado,A,Q,0,M,S,0,0
achulados,achulado,A,Q,0,M,P,0,0
achulapada,achulapado,A,Q,0,F,S,0,0
achulapadas,achulapado,A,Q,0,F,P,0,0
achulapado,achulapado,A,Q,0,M,S,0,0
achulapados,achulapado,A,Q,0,M,P,0,0
achurador,achurador,A,Q,0,M,S,0,0
achuradora,achurador,A,Q,0,F,S,0,0
achuradoras,achurador,A,Q,0,F,P,0,0
achuradores,achurador,A,Q,0,M,P,0,0
aciaga,aciago,A,Q,0,F,S,0,0
aciagas,aciago,A,Q,0,F,P,0,0
aciago,aciago,A,Q,0,M,S,0,0
aciagos,aciago,A,Q,0,M,P,0,0
acicular,acicular,A,Q,0,C,S,0,0
aciculares,acicular,A,Q,0,C,P,0,0
aciculifolia,aciculifolio,A,Q,0,F,S,0,0
aciculifolias,aciculifolio,A,Q,0,F,P,0,0
aciculifolio,aciculifolio,A,Q,0,M,S,0,0
aciculifolios,aciculifolio,A,Q,0,M,P,0,0
acidificante,acidificante,A,Q,0,C,S,0,0
acidificantes,acidificante,A,Q,0,C,P,0,0
acidogénica,acidogénico,A,Q,0,F,S,0,0
acidogénicas,acidogénico,A,Q,0,F,P,0,0
acidogénico,acidogénico,A,Q,0,M,S,0,0
acidogénicos,acidogénico,A,Q,0,M,P,0,0
acidófila,acidófilo,A,Q,0,F,S,0,0
acidófilas,acidófilo,A,Q,0,F,P,0,0
acidófilo,acidófilo,A,Q,0,M,S,0,0
acidófilos,acidófilo,A,Q,0,M,P,0,0
acidógena,acidógeno,A,Q,0,F,S,0,0
acidógenas,acidógeno,A,Q,0,F,P,0,0
acidógeno,acidógeno,A,Q,0,M,S,0,0
acidógenos,acidógeno,A,Q,0,M,P,0,0
acidósica,acidósico,A,Q,0,F,S,0,0
acidósicas,acidósico,A,Q,0,F,P,0,0
acidósico,acidósico,A,Q,0,M,S,0,0
acidósicos,acidósico,A,Q,0,M,P,0,0
acimutal,acimutal,A,Q,0,C,S,0,0
acimutales,acimutal,A,Q,0,C,P,0,0
acinética,acinético,A,Q,0,F,S,0,0
acinéticas,acinético,A,Q,0,F,P,0,0
acinético,acinético,A,Q,0,M,S,0,0
acinéticos,acinético,A,Q,0,M,P,0,0
aclamídea,aclamídeo,A,Q,0,F,S,0,0
aclamídeas,aclamídeo,A,Q,0,F,P,0,0
aclamídeo,aclamídeo,A,Q,0,M,S,0,0
aclamídeos,aclamídeo,A,Q,0,M,P,0,0
aclaratoria,aclaratorio,A,Q,0,F,S,0,0
aclaratorias,aclaratorio,A,Q,0,F,P,0,0
aclaratorio,aclaratorio,A,Q,0,M,S,0,0
aclaratorios,aclaratorio,A,Q,0,M,P,0,0
aclavelada,aclavelado,A,Q,0,F,S,0,0
aclaveladas,aclavelado,A,Q,0,F,P,0,0
aclavelado,aclavelado,A,Q,0,M,S,0,0
aclavelados,aclavelado,A,Q,0,M,P,0,0
acleida,acleido,A,Q,0,F,S,0,0
acleidas,acleido,A,Q,0,F,P,0,0
acleido,acleido,A,Q,0,M,S,0,0
acleidos,acleido,A,Q,0,M,P,0,0
aclimatable,aclimatable,A,Q,0,C,S,0,0
aclimatables,aclimatable,A,Q,0,C,P,0,0
aclorhídrica,aclorhídrico,A,Q,0,F,S,0,0
