abbadí,abbadí,N,C,M,S,0,0,0
abbadíes,abbadí,N,C,M,P,0,0,0
abbadís,abbadí,N,C,M,P,0,0,0
abbas,abba,N,C,M,P,0,0,0
abbasí,abbasí,N,C,M,S,0,0,0
abbasíes,abbasí,N,C,M,P,0,0,0
abbasís,abbasí,N,C,M,P,0,0,0
abbevilliense,abbevilliense,N,C,C,S,0,0,0
abbevillienses,abbevilliense,N,C,C,P,0,0,0
abdalwadí,abdalwadí,N,C,M,S,0,0,0
abdalwadíes,abdalwadí,N,C,M,P,0,0,0
abdalwadís,abdalwadí,N,C,M,P,0,0,0
abdicación,abdicación,N,C,F,S,0,0,0
abdicaciones,abdicación,N,C,F,P,0,0,0
abdomen,abdomen,N,C,M,S,0,0,0
abdómenes,abdomen,N,C,M,P,0,0,0
abducción,abducción,N,C,F,S,0,0,0
abducciones,abducción,N,C,F,P,0,0,0
abductor,abductor,N,C,M,S,0,0,0
abductores,abductor,N,C,M,P,0,0,0
abecé,abecé,N,C,M,S,0,0,0
abecedario,abecedario,N,C,M,S,0,0,0
abecedarios,abecedario,N,C,M,P,0,0,0
abecés,abecé,N,C,M,P,0,0,0
abedul,abedul,N,C,M,S,0,0,0
abedules,abedul,N,C,M,P,0,0,0
abeja,abeja,N,C,F,S,0,0,0
abejar,abejar,N,C,M,S,0,0,0
abejares,abejar,N,C,M,P,0,0,0
abejaruco,abejaruco,N,C,M,S,0,0,0
abejarucos,abejaruco,N,C,M,P,0,0,0
abejas,abeja,N,C,F,P,0,0,0
abejera,abejero,N,C,F,S,0,0,0
abejeras,abejero,N,C,F,P,0,0,0
abejero,abejero,N,C,M,S,0,0,0
abejeros,abejero,N,C,M,P,0,0,0
abejón,abejón,N,C,M,S,0,0,0
abejones,abejón,N,C,M,P,0,0,0
abejorro,abejorro,N,C,M,S,0,0,0
abejorros,abejorro,N,C,M,P,0,0,0
abelito,abelito,N,C,M,S,0,0,0
abelitos,abelito,N,C,M,P,0,0,0
abelmoscho,abelmoscho,N,C,M,S,0,0,0
abelmoschos,abelmoscho,N,C,M,P,0,0,0
abencerraje,abencerraje,N,C,M,S,0,0,0
abencerrajes,abencerraje,N,C,M,P,0,0,0
abenuces,abenuz,N,C,M,P,0,0,0
abenuz,abenuz,N,C,M,S,0,0,0
aberración,aberración,N,C,F,S,0,0,0
aberraciones,aberración,N,C,F,P,0,0,0
aberratio,aberratio,N,C,F,S,0,0,0
aberratios,aberratio,N,C,F,P,0,0,0
abertura,abertura,N,C,F,S,0,0,0
aberturas,abertura,N,C,F,P,0,0,0
abertzale,abertzale,N,C,C,S,0,0,0
abertzales,abertzale,N,C,C,P,0,0,0
abetal,abetal,N,C,M,S,0,0,0
abetales,abetal,N,C,M,P,0,0,0
abetalipoproteinemia,abetalipoproteinemia,N,C,F,S,0,0,0
abetalipoproteinemias,abetalipoproteinemia,N,C,F,P,0,0,0
abetar,abetar,N,C,M,S,0,0,0
abetares,abetar,N,C,M,P,0,0,0
abetinote,abetinote,N,C,M,S,0,0,0
abetinotes,abetinote,N,C,M,P,0,0,0
abeto,abeto,N,C,M,S,0,0,0
abetos,abeto,N,C,M,P,0,0,0
abetuna,abetuna,N,C,F,S,0,0,0
abetunas,abetuna,N,C,F,P,0,0,0
abey,abey,N,C,M,S,0,0,0
abeyes,abey,N,C,M,P,0,0,0
abietácea,abietácea,N,C,F,S,0,0,0
abietáceas,abietácea,N,C,F,P,0,0,0
abieteno,abieteno,N,C,M,S,0,0,0
abietenos,abieteno,N,C,M,P,0,0,0
abietinato,abietinato,N,C,M,S,0,0,0
abietinatos,abietinato,N,C,M,P,0,0,0
abigarramiento,abigarramiento,N,C,M,S,0,0,0
abigarramientos,abigarramiento,N,C,M,P,0,0,0
abigeato,abigeato,N,C,M,S,0,0,0
abigeatos,abigeato,N,C,M,P,0,0,0
abigeo,abigeo,N,C,M,S,0,0,0
abigeos,abigeo,N,C,M,P,0,0,0
abintestato,abintestato,N,C,M,S,0,0,0
abintestatos,abintestato,N,C,M,P,0,0,0
abiogénesis,abiogénesis,N,C,F,N,0,0,0
abipón,abipón,N,C,M,S,0,0,0
abipones,abipón,N,C,M,P,0,0,0
abisinia,abisinio,N,C,F,S,0,0,0
abisinias,abisinio,N,C,F,P,0,0,0
abisinio,abisinio,N,C,M,S,0,0,0
abisinios,abisinio,N,C,M,P,0,0,0
abismo,abismo,N,C,M,S,0,0,0
abismos,abismo,N,C,M,P,0,0,0
abitadura,abitadura,N,C,F,S,0,0,0
abitaduras,abitadura,N,C,F,P,0,0,0
abitón,abitón,N,C,M,S,0,0,0
abitones,abitón,N,C,M,P,0,0,0
abiureto,abiureto,N,C,M,S,0,0,0
abiuretos,abiureto,N,C,M,P,0,0,0
abjuración,abjuración,N,C,F,S,0,0,0
abjuraciones,abjuración,N,C,F,P,0,0,0
ablación,ablación,N,C,F,S,0,0,0
ablaciones,ablación,N,C,F,P,0,0,0
ablactación,ablactación,N,C,F,S,0,0,0
ablactaciones,ablactación,N,C,F,P,0,0,0
ablandador,ablandador,N,C,M,S,0,0,0
ablandadores,ablandador,N,C,M,P,0,0,0
ablandadura,ablandadura,N,C,F,S,0,0,0
ablandaduras,ablandadura,N,C,F,P,0,0,0
ablandamiento,ablandamiento,N,C,M,S,0,0,0
ablandamientos,ablandamiento,N,C,M,P,0,0,0
ablandante,ablandante,N,C,M,S,0,0,0
ablandantes,ablandante,N,C,M,P,0,0,0
ablande,ablande,N,C,M,S,0,0,0
ablandes,ablande,N,C,M,P,0,0,0
ablaque,ablaque,N,C,M,S,0,0,0
ablaqueación,ablaqueación,N,C,F,S,0,0,0
ablaqueaciones,ablaqueación,N,C,F,P,0,0,0
ablaques,ablaque,N,C,M,P,0,0,0
ablastina,ablastina,N,C,F,S,0,0,0
ablastinas,ablastina,N,C,F,P,0,0,0
ablativo,ablativo,N,C,M,S,0,0,0
ablativos,ablativo,N,C,M,P,0,0,0
ablefaria,ablefaria,N,C,F,S,0,0,0
ablefarias,ablefaria,N,C,F,P,0,0,0
ablepsia,ablepsia,N,C,F,S,0,0,0
ablepsias,ablepsia,N,C,F,P,0,0,0
ablución,ablución,N,C,F,S,0,0,0
abluciones,ablución,N,C,F,P,0,0,0
abnegación,abnegación,N,C,F,S,0,0,0
abnegaciones,abnegación,N,C,F,P,0,0,0
abobamiento,abobamiento,N,C,M,S,0,0,0
abobamientos,abobamiento,N,C,M,P,0,0,0
abobra,abobra,N,C,F,S,0,0,0
abobras,abobra,N,C,F,P,0,0,0
abocamiento,abocamiento,N,C,M,S,0,0,0
abocamientos,abocamiento,N,C,M,P,0,0,0
abocardador,abocardador,N,C,M,S,0,0,0
abocardadores,abocardador,N,C,M,P,0,0,0
abocardo,abocardo,N,C,M,S,0,0,0
abocardos,abocardo,N,C,M,P,0,0,0
abocinamiento,abocinamiento,N,C,M,S,0,0,0
abocinamientos,abocinamiento,N,C,M,P,0,0,0
abofeteamiento,abofeteamiento,N,C,M,S,0,0,0
abofeteamientos,abofeteamiento,N,C,M,P,0,0,0
abogacía,abogacía,N,C,F,S,0,0,0
abogacías,abogacía,N,C,F,P,0,0,0
abogada,abogado,N,C,F,S,0,0,0
abogadas,abogado,N,C,F,P,0,0,0
abogado,abogado,N,C,M,S,0,0,0
abogados,abogado,N,C,M,P,0,0,0
abolengo,abolengo,N,C,M,S,0,0,0
abolengos,abolengo,N,C,M,P,0,0,0
abolición,abolición,N,C,F,S,0,0,0
aboliciones,abolición,N,C,F,P,0,0,0
abolicionismo,abolicionismo,N,C,M,S,0,0,0
abolicionismos,abolicionismo,N,C,M,P,0,0,0
abolicionista,abolicionista,N,C,C,S,0,0,0
abolicionistas,abolicionista,N,C,C,P,0,0,0
abolladura,abolladura,N,C,F,S,0,0,0
abolladuras,abolladura,N,C,F,P,0,0,0
abolorio,abolorio,N,C,M,S,0,0,0
abolorios,abolorio,N,C,M,P,0,0,0
abolsamiento,abolsamiento,N,C,M,S,0,0,0
abolsamientos,abolsamiento,N,C,M,P,0,0,0
abomaso,abomaso,N,C,M,S,0,0,0
abomasos,abomaso,N,C,M,P,0,0,0
abombamiento,abombamiento,N,C,M,S,0,0,0
abombamientos,abombamiento,N,C,M,P,0,0,0
abominación,abominación,N,C,F,S,0,0,0
abominaciones,abominación,N,C,F,P,0,0,0
abonado,abonado,N,C,M,S,0,0,0
abonador,abonador,N,C,M,S,0,0,0
abonadora,abonador,N,C,F,S,0,0,0
abonadoras,abonador,N,C,F,P,0,0,0
abonadores,abonador,N,C,M,P,0,0,0
abonados,abonado,N,C,M,P,0,0,0
abonaré,abonaré,N,C,M,S,0,0,0
abonarés,abonaré,N,C,M,P,0,0,0
abono,abono,N,C,M,S,0,0,0
abonos,abono,N,C,M,P,0,0,0
abordaje,abordaje,N,C,M,S,0,0,0
abordajes,abordaje,N,C,M,P,0,0,0
abordamiento,abordamiento,N,C,M,S,0,0,0
abordamientos,abordamiento,N,C,M,P,0,0,0
abordo,abordo,N,C,M,S,0,0,0
abordos,abordo,N,C,M,P,0,0,0
aborigen,aborigen,N,C,C,S,0,0,0
aborígenes,aborigen,N,C,C,P,0,0,0
aborrecedor,aborrecedor,N,C,M,S,0,0,0
aborrecedora,aborrecedor,N,C,F,S,0,0,0
aborrecedoras,aborrecedor,N,C,F,P,0,0,0
aborrecedores,aborrecedor,N,C,M,P,0,0,0
aborrecimiento,aborrecimiento,N,C,M,S,0,0,0
aborrecimientos,aborrecimiento,N,C,M,P,0,0,0
aborregamiento,aborregamiento,N,C,M,S,0,0,0
aborregamientos,aborregamiento,N,C,M,P,0,0,0
abort,abort,N,C,M,S,0,0,0
abortamiento,abortamiento,N,C,M,S,0,0,0
abortamientos,abortamiento,N,C,M,P,0,0,0
abortargamiento,abortargamiento,N,C,M,S,0,0,0
abortargamientos,abortargamiento,N,C,M,P,0,0,0
abortista,abortista,N,C,F,S,0,0,0
abortistas,abortista,N,C,F,P,0,0,0
abortivo,abortivo,N,C,M,S,0,0,0
abortivos,abortivo,N,C,M,P,0,0,0
aborto,aborto,N,C,M,S,0,0,0
abortón,abortón,N,C,M,S,0,0,0
abortones,abortón,N,C,M,P,0,0,0
abortos,aborto,N,C,M,P,0,0,0
abotagamiento,abotagamiento,N,C,M,S,0,0,0
abotagamientos,abotagamiento,N,C,M,P,0,0,0
abotargamiento,abotargamiento,N,C,M,S,0,0,0
abotargamientos,abotargamiento,N,C,M,P,0,0,0
abotonador,abotonador,N,C,M,S,0,0,0
abotonadores,abotonador,N,C,M,P,0,0,0
abotonadura,abotonadura,N,C,F,S,0,0,0
abotonaduras,abotonadura,N,C,F,P,0,0,0
abovedamiento,abovedamiento,N,C,M,S,0,0,0
abovedamientos,abovedamiento,N,C,M,P,0,0,0
abr.,abril,N,C,M,S,0,0,0
abra,abra,N,C,F,S,0,0,0
abracadabra,abracadabra,N,C,M,S,0,0,0
abracadabras,abracadabra,N,C,M,P,0,0,0
abras,abra,N,C,F,P,0,0,0
abrasamiento,abrasamiento,N,C,M,S,0,0,0
abrasamientos,abrasamiento,N,C,M,P,0,0,0
abrasímetro,abrasímetro,N,C,M,S,0,0,0
abrasímetros,abrasímetro,N,C,M,P,0,0,0
abrasín,abrasín,N,C,M,S,0,0,0
abrasines,abrasín,N,C,M,P,0,0,0
abrasión,abrasión,N,C,F,S,0,0,0
abrasiones,abrasión,N,C,F,P,0,0,0
abrasividad,abrasividad,N,C,F,S,0,0,0
abrasividades,abrasividad,N,C,F,P,0,0,0
abrasivo,abrasivo,N,C,M,S,0,0,0
abrasivos,abrasivo,N,C,M,P,0,0,0
abraxas,abraxas,N,C,M,N,0,0,0
abrazadera,abrazadera,N,C,F,S,0,0,0
abrazaderas,abrazadera,N,C,F,P,0,0,0
abrazador,abrazador,N,C,M,S,0,0,0
abrazadora,abrazador,N,C,F,S,0,0,0
abrazadoras,abrazador,N,C,F,P,0,0,0
abrazadores,abrazador,N,C,M,P,0,0,0
abrazamiento,abrazamiento,N,C,M,S,0,0,0
abrazamientos,abrazamiento,N,C,M,P,0,0,0
abrazo,abrazo,N,C,M,S,0,0,0
abrazos,abrazo,N,C,M,P,0,0,0
abreación,abreación,N,C,F,S,0,0,0
abreaciones,abreación,N,C,F,P,0,0,0
abrebocas,abrebocas,N,C,M,N,0,0,0
abrebotellas,abrebotellas,N,C,M,N,0,0,0
abrecartas,abrecartas,N,C,M,N,0,0,0
ábrego,ábrego,N,C,M,S,0,0,0
ábregos,ábrego,N,C,M,P,0,0,0
abrelatas,abrelatas,N,C,M,N,0,0,0
abrepuño,abrepuño,N,C,M,S,0,0,0
abrepuños,abrepuño,N,C,M,P,0,0,0
abrevadero,abrevadero,N,C,M,S,0,0,0
abrevaderos,abrevadero,N,C,M,P,0,0,0
abrevador,abrevador,N,C,M,S,0,0,0
abrevadores,abrevador,N,C,M,P,0,0,0
abreviación,abreviación,N,C,F,S,0,0,0
abreviaciones,abreviación,N,C,F,P,0,0,0
abreviamiento,abreviamiento,N,C,M,S,0,0,0
abreviamientos,abreviamiento,N,C,M,P,0,0,0
abreviatura,abreviatura,N,C,F,S,0,0,0
abreviaturas,abreviatura,N,C,F,P,0,0,0
abridero,abridero,N,C,M,S,0,0,0
abrideros,abridero,N,C,M,P,0,0,0
abridor,abridor,N,C,M,S,0,0,0
abridora,abridora,N,C,F,S,0,0,0
abridoras,abridora,N,C,F,P,0,0,0
abridores,abridor,N,C,M,P,0,0,0
abrigada,abrigada,N,C,F,S,0,0,0
abrigadas,abrigada,N,C,F,P,0,0,0
abrigadero,abrigadero,N,C,M,S,0,0,0
abrigaderos,abrigadero,N,C,M,P,0,0,0
abrigado,abrigado,N,C,M,S,0,0,0
abrigados,abrigado,N,C,M,P,0,0,0
abrigaño,abrigaño,N,C,M,S,0,0,0
abrigaños,abrigaño,N,C,M,P,0,0,0
abrigo,abrigo,N,C,M,S,0,0,0
abrigos,abrigo,N,C,M,P,0,0,0
abril,abril,N,C,M,S,0,0,0
abriles,abril,N,C,M,P,0,0,0
abrillantado,abrillantado,N,C,M,S,0,0,0
abrillantador,abrillantador,N,C,M,S,0,0,0
abrillantadores,abrillantador,N,C,M,P,0,0,0
abrillantados,abrillantado,N,C,M,P,0,0,0
abrillantamiento,abrillantamiento,N,C,M,S,0,0,0
abrillantamientos,abrillantamiento,N,C,M,P,0,0,0
abro,abro,N,C,M,S,0,0,0
abrochador,abrochador,N,C,M,S,0,0,0
abrochadora,abrochador,N,C,F,S,0,0,0
abrochadoras,abrochador,N,C,F,P,0,0,0
abrochadores,abrochador,N,C,M,P,0,0,0
abrochadura,abrochadura,N,C,F,S,0,0,0
abrochaduras,abrochadura,N,C,F,P,0,0,0
abrochamiento,abrochamiento,N,C,M,S,0,0,0
abrochamientos,abrochamiento,N,C,M,P,0,0,0
abrocómido,abrocómido,N,C,M,S,0,0,0
abrocómidos,abrocómido,N,C,M,P,0,0,0
abrogación,abrogación,N,C,F,S,0,0,0
abrogaciones,abrogación,N,C,F,P,0,0,0
abrojal,abrojal,N,C,M,S,0,0,0
abrojales,abrojal,N,C,M,P,0,0,0
abrojo,abrojo,N,C,M,S,0,0,0
abrojos,abrojo,N,C,M,P,0,0,0
abros,abro,N,C,M,P,0,0,0
abrótano,abrótano,N,C,M,S,0,0,0
abrótanos,abrótano,N,C,M,P,0,0,0
abrotina,abrotina,N,C,F,S,0,0,0
abrotinas,abrotina,N,C,F,P,0,0,0
abrumación,abrumación,N,C,F,S,0,0,0
abrumaciones,abrumación,N,C,F,P,0,0,0
absceso,absceso,N,C,M,S,0,0,0
abscesos,absceso,N,C,M,P,0,0,0
abscisa,abscisa,N,C,F,S,0,0,0
abscisas,abscisa,N,C,F,P,0,0,0
abscisión,abscisión,N,C,F,S,0,0,0
abscisiones,abscisión,N,C,F,P,0,0,0
absenta,absenta,N,C,F,S,0,0,0
absentas,absenta,N,C,F,P,0,0,0
absentismo,absentismo,N,C,M,S,0,0,0
absentismos,absentismo,N,C,M,P,0,0,0
absentista,absentista,N,C,C,S,0,0,0
absentistas,absentista,N,C,C,P,0,0,0
ábsida,ábsida,N,C,F,S,0,0,0
ábsidas,ábsida,N,C,F,P,0,0,0
ábside,ábside,N,C,M,S,0,0,0
ábsides,ábside,N,C,M,P,0,0,0
absidiola,absidiola,N,C,F,S,0,0,0
absidiolas,absidiola,N,C,F,P,0,0,0
absidiolo,absidiolo,N,C,M,S,0,0,0
absidiolos,absidiolo,N,C,M,P,0,0,0
absintina,absintina,N,C,F,S,0,0,0
absintinas,absintina,N,C,F,P,0,0,0
absintio,absintio,N,C,M,S,0,0,0
absintios,absintio,N,C,M,P,0,0,0
absolución,absolución,N,C,F,S,0,0,0
absoluciones,absolución,N,C,F,P,0,0,0
absolutismo,absolutismo,N,C,M,S,0,0,0
absolutismos,absolutismo,N,C,M,P,0,0,0
absolutista,absolutista,N,C,C,S,0,0,0
absolutistas,absolutista,N,C,C,P,0,0,0
absoluto,absoluto,N,C,M,S,0,0,0
absolutos,absoluto,N,C,M,P,0,0,0
absorbedor,absorbedor,N,C,M,S,0,0,0
absorbedores,absorbedor,N,C,M,P,0,0,0
absorbencia,absorbencia,N,C,F,S,0,0,0
absorbencias,absorbencia,N,C,F,P,0,0,0
absorbente,absorbente,N,C,M,S,0,0,0
absorbentes,absorbente,N,C,M,P,0,0,0
absorbibilidad,absorbibilidad,N,C,F,S,0,0,0
absorbibilidades,absorbibilidad,N,C,F,P,0,0,0
absorbimiento,absorbimiento,N,C,M,S,0,0,0
absorbimientos,absorbimiento,N,C,M,P,0,0,0
absorciometría,absorciometría,N,C,F,S,0,0,0
absorciometrías,absorciometría,N,C,F,P,0,0,0
absorciómetro,absorciómetro,N,C,M,S,0,0,0
absorciómetros,absorciómetro,N,C,M,P,0,0,0
absorción,absorción,N,C,F,S,0,0,0
absorciones,absorción,N,C,F,P,0,0,0
absorptancia,absorptancia,N,C,F,S,0,0,0
absorptancias,absorptancia,N,C,F,P,0,0,0
absortancia,absortancia,N,C,F,S,0,0,0
absortancias,absortancia,N,C,F,P,0,0,0
abstemia,abstemio,N,C,F,S,0,0,0
abstemias,abstemio,N,C,F,P,0,0,0
abstemio,abstemio,N,C,M,S,0,0,0
abstemios,abstemio,N,C,M,P,0,0,0
abstención,abstención,N,C,F,S,0,0,0
abstenciones,abstención,N,C,F,P,0,0,0
abstencionismo,abstencionismo,N,C,M,S,0,0,0
abstencionismos,abstencionismo,N,C,M,P,0,0,0
abstencionista,abstencionista,N,C,C,S,0,0,0
abstencionistas,abstencionista,N,C,C,P,0,0,0
abstergente,abstergente,N,C,M,S,0,0,0
abstergentes,abstergente,N,C,M,P,0,0,0
abstersión,abstersión,N,C,F,S,0,0,0
abstersiones,abstersión,N,C,F,P,0,0,0
abstinencia,abstinencia,N,C,F,S,0,0,0
abstinencias,abstinencia,N,C,F,P,0,0,0
abstracción,abstracción,N,C,F,S,0,0,0
abstracciones,abstracción,N,C,F,P,0,0,0
abstraccionismo,abstraccionismo,N,C,M,S,0,0,0
abstraccionismos,abstraccionismo,N,C,M,P,0,0,0
absurdidad,absurdidad,N,C,F,S,0,0,0
absurdidades,absurdidad,N,C,F,P,0,0,0
absurdo,absurdo,N,C,M,S,0,0,0
absurdos,absurdo,N,C,M,P,0,0,0
abubilla,abubilla,N,C,F,S,0,0,0
abubillas,abubilla,N,C,F,P,0,0,0
abucheo,abucheo,N,C,M,S,0,0,0
abucheos,abucheo,N,C,M,P,0,0,0
abuela,abuelo,N,C,F,S,0,0,0
abuelas,abuelo,N,C,F,P,0,0,0
abuelastra,abuelastro,N,C,F,S,0,0,0
abuelastras,abuelastro,N,C,F,P,0,0,0
abuelastro,abuelastro,N,C,M,S,0,0,0
abuelastros,abuelastro,N,C,M,P,0,0,0
abuelo,abuelo,N,C,M,S,0,0,0
abuelos,abuelo,N,C,M,P,0,0,0
abulense,abulense,N,C,C,S,0,0,0
abulenses,abulense,N,C,C,P,0,0,0
abulia,abulia,N,C,F,S,0,0,0
abulias,abulia,N,C,F,P,0,0,0
abultamiento,abultamiento,N,C,M,S,0,0,0
abultamientos,abultamiento,N,C,M,P,0,0,0
abundamiento,abundamiento,N,C,M,S,0,0,0
abundamientos,abundamiento,N,C,M,P,0,0,0
abundancia,abundancia,N,C,F,S,0,0,0
abundancias,abundancia,N,C,F,P,0,0,0
aburguesamiento,aburguesamiento,N,C,M,S,0,0,0
aburguesamientos,aburguesamiento,N,C,M,P,0,0,0
aburrimiento,aburrimiento,N,C,M,S,0,0,0
aburrimientos,aburrimiento,N,C,M,P,0,0,0
abuso,abuso,N,C,M,S,0,0,0
abusón,abusón,N,C,M,S,0,0,0
abusona,abusón,N,C,F,S,0,0,0
abusonas,abusón,N,C,F,P,0,0,0
