ajúrakuéra,ajúra,N,C,0,P,6,O,pescuezos,pescuezo,N,C,M,P
akamambu,akamambu,N,C,0,S,6,N,ampolla,ampolla,N,C,F,S
akamambukuéra,akamambu,N,C,0,P,6,N,ampollas,ampolla,N,C,F,P
akamambu,akamambu,N,C,0,S,6,N,burbuja,burbuja,N,C,F,S
akamambukuéra,akamambu,N,C,0,P,6,N,burbujas,burbuja,N,C,F,P
akandu,akandu,N,C,0,S,6,N,chichón,chichón,N,C,M,S
akandukuéra,akandu,N,C,0,P,6,N,chichones,chichón,N,C,M,P
akandu,akandu,N,C,0,S,6,N,protuberancia,protuberancia,N,C,F,S
akandukuéra,akandu,N,C,0,P,6,N,protuberancias,protuberancia,N,C,F,P
akangata,akangata,N,C,0,S,6,N,almohada,almohada,N,C,F,S
akangatakuéra,akangata,N,C,0,P,6,N,almohadas,almohada,N,C,F,P
akangatu,akangatu,N,C,0,S,6,N,memoria,memoria,N,C,F,S
akangatukuéra,akangatu,N,C,0,P,6,N,memorias,memoria,N,C,F,P
akangyta,akangyta,N,C,0,S,6,N,almohada,almohada,N,C,F,S
akangytakuéra,akangyta,N,C,0,P,6,N,almohadas,almohada,N,C,F,P
aka'ẽ,aka'ẽ,N,C,0,S,3,N,urraca,urraca,N,C,F,S
aka'ẽnguéra,aka'ẽ,N,C,0,P,6,N,urracas,urraca,N,C,F,P
aka'ẽ,aka'ẽ,N,C,0,S,3,N,pájaro,pájaro,N,C,M,S
aka'ẽnguéra,aka'ẽ,N,C,0,P,6,N,pájaros,pájaro,N,C,M,P
aka'ẽ,aka'ẽ,N,C,0,S,3,N,vocinglera,vocinglero,N,C,F,S
aka'ẽnguéra,aka'ẽ,N,C,0,P,6,N,vocingleras,vocinglero,N,C,F,P
aka'ẽ,aka'ẽ,N,C,0,S,3,N,vocinglero,vocinglero,N,C,M,S
aka'ẽnguéra,aka'ẽ,N,C,0,P,6,N,vocingleros,vocinglero,N,C,M,P
akuruchĩ,akuruchĩ,N,C,0,S,3,N,calambre,calambre,N,C,M,S
akuruchĩnguéra,akuruchĩ,N,C,0,P,6,N,calambres,calambre,N,C,M,P
akuruchĩ,akuruchĩ,N,C,0,S,3,N,contractura,contractura,N,C,F,S
akuruchĩnguéra,akuruchĩ,N,C,0,P,6,N,contracturas,contractura,N,C,F,P
akuruchĩ,akuruchĩ,N,C,0,N,3,N,parálisis,parálisis,N,C,F,N
akuãngue,akuãngue,N,C,0,S,6,N,velocidad,velocidad,N,C,F,S
akuãnguekuéra,akuãngue,N,C,0,P,6,N,velocidades,velocidad,N,C,F,P
akytã,akytã,N,C,0,S,3,N,nudo,nudo,N,C,M,S
akytãnguéra,akytã,N,C,0,P,6,N,nudos,nudo,N,C,M,P
akytã,akytã,N,C,0,S,3,N,nudosidad,nudosidad,N,C,F,S
akytãnguéra,akytã,N,C,0,P,6,N,nudosidades,nudosidad,N,C,F,P
akytã,akytã,N,C,0,S,3,N,verruga,verruga,N,C,F,S
akytãnguéra,akytã,N,C,0,P,6,N,verrugas,verruga,N,C,F,P
akytã,akytã,N,C,0,S,3,N,callo,callo,N,C,M,S
akytãnguéra,akytã,N,C,0,P,6,N,callos,callo,N,C,M,P
akytã,akytã,N,C,0,S,3,N,tumor,tumor,N,C,M,S
akytãnguéra,akytã,N,C,0,P,6,N,tumores,tumor,N,C,M,P
akã,akã,N,C,0,S,3,N,cabeza,cabeza,N,C,C,S
akãnguéra,akã,N,C,0,P,6,N,cabezas,cabeza,N,C,C,P
akã,akã,N,C,0,S,3,N,testa,testa,N,C,F,S
akãnguéra,akã,N,C,0,P,6,N,testas,testa,N,C,F,P
akã,akã,N,C,0,S,3,N,mollera,mollera,N,C,F,S
akãnguéra,akã,N,C,0,P,6,N,molleras,mollera,N,C,F,P
akã,akã,N,C,0,S,3,N,intelecto,intelecto,N,C,M,S
akãnguéra,akã,N,C,0,P,6,N,intelectos,intelecto,N,C,M,P
akãguapy,akãguapy,N,C,0,S,6,N,prudencia,prudencia,N,C,F,S
akãguapykuéra,akãguapy,N,C,0,P,6,N,prudencias,prudencia,N,C,F,P
akãguapy,akãguapy,N,C,0,S,6,N,tranquilidad,tranquilidad,N,C,F,S
akãguapykuéra,akãguapy,N,C,0,P,6,N,tranquilidades,tranquilidad,N,C,F,P
akãguapy,akãguapy,N,C,0,S,6,N,sosiego,sosiego,N,C,M,S
akãguapykuéra,akãguapy,N,C,0,P,6,N,sosiegos,sosiego,N,C,M,P
akãguapy,akãguapy,N,C,0,S,6,N,mesura,mesura,N,C,F,S
akãguapykuéra,akãguapy,N,C,0,P,6,N,mesuras,mesura,N,C,F,P
akãguapykuéra,akãguapy,N,C,0,P,6,N,paces,paz,N,C,F,P
akãguapy,akãguapy,N,C,0,S,6,N,paz,paz,N,C,F,S
akãguapykuéra,akãguapy,N,C,0,P,6,N,sensateces,sensatez,N,C,F,P
akãguapy,akãguapy,N,C,0,S,6,N,sensatez,sensatez,N,C,F,S
akãguapy,akãguapy,N,C,0,S,6,N,templanza,templanza,N,C,F,S
akãguapykuéra,akãguapy,N,C,0,P,6,N,templanzas,templanza,N,C,F,P
akãguapy,akãguapy,N,C,0,S,6,N,reposo,reposo,N,C,M,S
akãguapykuéra,akãguapy,N,C,0,P,6,N,reposos,reposo,N,C,M,P
akãguapy,akãguapy,N,C,0,S,6,N,cordura,cordura,N,C,F,S
akãguapykuéra,akãguapy,N,C,0,P,6,N,corduras,cordura,N,C,F,P
akãguasu,akãguasu,N,C,0,S,6,N,inteligencia,inteligencia,N,C,F,S
akãguasukuéra,akãguasu,N,C,0,P,6,N,inteligencias,inteligencia,N,C,F,P
akãhatã,akãhatã,N,C,0,S,3,N,terquedad,terquedad,N,C,F,S
akãhatãnguéra,akãhatã,N,C,0,P,6,N,terquedades,terquedad,N,C,F,P
akãhatãngue,akãhatãngue,N,C,0,S,6,N,travesura,travesura,N,C,F,S
akãhatãnguekuéra,akãhatãngue,N,C,0,P,6,N,travesuras,travesura,N,C,F,P
akãhatãngue,akãhatãngue,N,C,0,S,6,N,terquedad,terquedad,N,C,F,S
akãhatãnguekuéra,akãhatãngue,N,C,0,P,6,N,terquedades,terquedad,N,C,F,P
akãhoja,akãhoja,N,C,0,S,6,N,manto,manto,N,C,M,S
akãhojakuéra,akãhoja,N,C,0,P,6,N,mantos,manto,N,C,M,P
akãhoja,akãhoja,N,C,0,S,6,N,sombrero,sombrero,N,C,M,S
akãhojakuéra,akãhoja,N,C,0,P,6,N,sombreros,sombrero,N,C,M,P
akãjere,akãjere,N,C,0,S,6,N,mareo,mareo,N,C,M,S
akãjerekuéra,akãjere,N,C,0,P,6,N,mareos,mareo,N,C,M,P
akãkangue,akãkangue,N,C,0,S,6,N,cráneo,cráneo,N,C,M,S
akãkanguekuéra,akãkangue,N,C,0,P,6,N,cráneos,cráneo,N,C,M,P
akãkanguekue,akãkanguekue,N,C,0,S,6,N,calavera,calavera,N,C,F,S
akãkanguekuekuéra,akãkanguekue,N,C,0,P,6,N,calaveras,calavera,N,C,F,P
akãmbota,akãmbota,N,C,0,S,6,N,coscorrón,coscorrón,N,C,M,S
akãmbotakuéra,akãmbota,N,C,0,P,6,N,coscorrones,coscorrón,N,C,M,P
akãmbyte,akãmbyte,N,C,0,S,6,N,coronilla,coronilla,N,C,F,S
akãmbytekuéra,akãmbyte,N,C,0,P,6,N,coronillas,coronilla,N,C,F,P
akãngao,akãngao,N,C,0,S,6,N,sombrero,sombrero,N,C,M,S
akãngaokuéra,akãngao,N,C,0,P,6,N,sombreros,sombrero,N,C,M,P
akãnga'u,akãnga'u,N,C,0,S,6,N,mareo,mareo,N,C,M,S
akãnga'ukuéra,akãnga'u,N,C,0,P,6,N,mareos,mareo,N,C,M,P
akãnga'u,akãnga'u,N,C,0,S,6,N,vértigo,vértigo,N,C,M,S
akãnga'ukuéra,akãnga'u,N,C,0,P,6,N,vértigos,vértigo,N,C,M,P
akãngua,akãngua,N,C,0,S,6,N,mente,mente,N,C,F,S
akãnguakuéra,akãngua,N,C,0,P,6,N,mentes,mente,N,C,F,P
akãnundu,akãnundu,N,C,0,S,6,N,fiebre,fiebre,N,C,F,S
akãnundukuéra,akãnundu,N,C,0,P,6,N,fiebres,fiebre,N,C,F,P
akãnunduro'y,akãnunduro'y,N,C,0,S,6,N,malaria,malaria,N,C,F,S
akãnunduro'ykuéra,akãnunduro'y,N,C,0,P,6,N,malarias,malaria,N,C,F,P
akãnunduro'y,akãnunduro'y,N,C,0,S,6,N,paludismo,paludismo,N,C,M,S
akãnunduro'ykuéra,akãnunduro'y,N,C,0,P,6,N,paludismos,paludismo,N,C,M,P
akãnunduro'y,akãnunduro'y,N,C,0,S,6,N,chucho,chucho,N,C,M,S
akãnunduro'ykuéra,akãnunduro'y,N,C,0,P,6,N,chuchos,chucho,N,C,M,P
akão,akão,N,C,0,S,6,N,sombrero,sombrero,N,C,M,S
akãonguéra,akão,N,C,0,P,6,N,sombreros,sombrero,N,C,M,P
akãpete,akãpete,N,C,0,S,6,N,coscorrón,coscorrón,N,C,M,S
akãpetekuéra,akãpete,N,C,0,P,6,N,coscorrones,coscorrón,N,C,M,P
akãporã,akãporã,N,C,0,S,3,N,talento,talento,N,C,M,S
akãporãnguéra,akãporã,N,C,0,P,6,N,talentos,talento,N,C,M,P
akãporã,akãporã,N,C,0,S,3,N,inteligencia,inteligencia,N,C,F,S
akãporãnguéra,akãporã,N,C,0,P,6,N,inteligencias,inteligencia,N,C,F,P
akãrague,akãrague,N,C,0,S,6,N,cabello,cabello,N,C,M,S
akãraguekuéra,akãrague,N,C,0,P,6,N,cabellos,cabello,N,C,M,P
akãrague,akãrague,N,C,0,S,6,N,cabellera,cabellera,N,C,F,S
akãraguekuéra,akãrague,N,C,0,P,6,N,cabelleras,cabellera,N,C,F,P
akãraku,akãraku,N,C,0,S,6,N,entusiasmo,entusiasmo,N,C,M,S
akãrakukuéra,akãraku,N,C,0,P,6,N,entusiasmos,entusiasmo,N,C,M,P
akãraku,akãraku,N,C,0,S,6,N,apasionamiento,apasionamiento,N,C,M,S
akãrakukuéra,akãraku,N,C,0,P,6,N,apasionamientos,apasionamiento,N,C,M,P
akãraku,akãraku,N,C,0,S,6,N,vehemencia,vehemencia,N,C,F,S
akãrakukuéra,akãraku,N,C,0,P,6,N,vehemencias,vehemencia,N,C,F,P
akãraku,akãraku,N,C,0,S,6,N,fervor,fervor,N,C,M,S
akãrakukuéra,akãraku,N,C,0,P,6,N,fervores,fervor,N,C,M,P
akãrapu'ã,akãrapu'ã,N,C,0,S,3,N,triunfo,triunfo,N,C,M,S
akãrapu'ãnguéra,akãrapu'ã,N,C,0,P,6,N,triunfos,triunfo,N,C,M,P
akãrapu'ã,akãrapu'ã,N,C,0,S,3,N,progreso,progreso,N,C,M,S
akãrapu'ãnguéra,akãrapu'ã,N,C,0,P,6,N,progresos,progreso,N,C,M,P
akãrapu'ã,akãrapu'ã,N,C,0,S,3,N,crecimiento,crecimiento,N,C,M,S
akãrapu'ãnguéra,akãrapu'ã,N,C,0,P,6,N,crecimientos,crecimiento,N,C,M,P
akãrapu'ã,akãrapu'ã,N,C,0,S,3,N,desarrollo,desarrollo,N,C,M,S
akãrapu'ãnguéra,akãrapu'ã,N,C,0,P,6,N,desarrollos,desarrollo,N,C,M,P
akãrasy,akãrasy,N,C,0,S,6,N,cefalalgia,cefalalgia,N,C,F,S
akãrasykuéra,akãrasy,N,C,0,P,6,N,cefalalgias,cefalalgia,N,C,F,P
akãratĩnguéra,akãratĩ,N,C,0,P,6,N,cuernos,cuerno,N,C,M,P
akãsã,akãsã,N,C,0,S,3,N,cabestro,cabestro,N,C,M,S
akãsãnguéra,akãsã,N,C,0,P,6,N,cabestros,cabestro,N,C,M,P
akãtarova,akãtarova,N,C,0,S,6,N,mareo,mareo,N,C,M,S
akãtavy,akãtavy,N,C,0,S,6,N,mareo,mareo,N,C,M,S
akãtarovakuéra,akãtarova,N,C,0,P,6,N,mareos,mareo,N,C,M,P
akãtavykuéra,akãtavy,N,C,0,P,6,N,mareos,mareo,N,C,M,P
akãtĩnguéra,akãtĩ,N,C,0,P,6,N,canas,cana,N,C,F,P
akã'y,akã'y,N,C,0,S,6,N,hidrocefalia,hidrocefalia,N,C,F,S
akã'ykuéra,akã'y,N,C,0,P,6,N,hidrocefalias,hidrocefalia,N,C,F,P
ama,ama,N,C,0,S,6,N,lluvia,lluvia,N,C,F,S
amakuéra,ama,N,C,0,P,6,N,lluvias,lluvia,N,C,F,P
amambái,amambái,N,C,0,S,6,N,helecho,helecho,N,C,M,S
amambáikuéra,amambái,N,C,0,P,6,N,helechos,helecho,N,C,M,P
amamo'ãha,amamo'ãha,N,C,0,S,6,N,impermeable,impermeable,N,C,M,S
amamo'ãhakuéra,amamo'ãha,N,C,0,P,6,N,impermeables,impermeable,N,C,M,P
amamo'ãha,amamo'ãha,N,C,0,N,6,N,paraguas,paraguas,N,C,M,N
amandaje,amandaje,N,C,0,S,6,N,asamblea,asamblea,N,C,F,S
amandajekuéra,amandaje,N,C,0,P,6,N,asambleas,asamblea,N,C,F,P
amandaje,amandaje,N,C,0,S,6,N,convención,convención,N,C,F,S
amandajekuéra,amandaje,N,C,0,P,6,N,convenciones,convención,N,C,F,P
amandaje,amandaje,N,C,0,S,6,N,mitin,mitin,N,C,M,S
amandajekuéra,amandaje,N,C,0,P,6,N,mítines,mitin,N,C,M,P
amandaje,amandaje,N,C,0,S,6,N,vecindario,vecindario,N,C,M,S
amandajekuéra,amandaje,N,C,0,P,6,N,vecindarios,vecindario,N,C,M,P
amandaje,amandaje,N,C,0,S,6,N,llamamiento,llamamiento,N,C,M,S
amandajekuéra,amandaje,N,C,0,P,6,N,llamamientos,llamamiento,N,C,M,P
amandayvi,amandayvi,N,C,0,S,6,N,garúa,garúa,N,C,F,S
amandayvikuéra,amandayvi,N,C,0,P,6,N,garúas,garúa,N,C,F,P
amandáu,amandáu,N,C,0,S,6,N,granizo,granizo,N,C,M,S
amandáukuéra,amandáu,N,C,0,P,6,N,granizos,granizo,N,C,M,P
amangy,amangy,N,C,0,S,6,N,aguacero,aguacero,N,C,M,S
amangykuéra,amangy,N,C,0,P,6,N,aguaceros,aguacero,N,C,M,P
amangy,amangy,N,C,0,S,6,N,garúa,garúa,N,C,F,S
amangykuéra,amangy,N,C,0,P,6,N,garúas,garúa,N,C,F,P
amavera,amavera,N,C,0,S,6,N,relámpago,relámpago,N,C,M,S
amaverakuéra,amavera,N,C,0,P,6,N,relámpagos,relámpago,N,C,M,P
ambere,ambere,N,C,0,S,6,N,lagartija,lagartija,N,C,F,S
amberekuéra,ambere,N,C,0,P,6,N,lagartijas,lagartija,N,C,F,P
ambopi,ambopi,N,C,0,S,6,N,fleco,fleco,N,C,M,S
ambopikuéra,ambopi,N,C,0,P,6,N,flecos,fleco,N,C,M,P
ambu,ambu,N,C,0,S,6,N,jadeo,jadeo,N,C,M,S
ambukuéra,ambu,N,C,0,P,6,N,jadeos,jadeo,N,C,M,P
ambu,ambu,N,C,0,S,6,N,ronquido,ronquido,N,C,M,S
ambukuéra,ambu,N,C,0,P,6,N,ronquidos,ronquido,N,C,M,P
ambu'a,ambu'a,N,C,0,S,6,N,miriápodo,miriápodo,N,C,M,S
ambu'akuéra,ambu'a,N,C,0,P,6,N,miriápodos,miriápodo,N,C,M,P
ambu'a,ambu'a,N,C,0,N,6,N,milpiés,milpiés,N,C,M,N
ambýu,ambýu,N,C,0,S,6,N,moco,moco,N,C,M,S
ambýukuéra,ambýu,N,C,0,P,6,N,mocos,moco,N,C,M,P
ambýu,ambýu,N,C,0,S,6,N,flema,flema,N,C,F,S
ambýukuéra,ambýu,N,C,0,P,6,N,flemas,flema,N,C,F,P
amyrỹi,amyrỹi,N,C,0,S,6,N,difunta,difunto,N,C,F,S
amyrỹinguéra,amyrỹi,N,C,0,P,6,N,difuntas,difunto,N,C,F,P
amyrỹi,amyrỹi,N,C,0,S,6,N,difunto,difunto,N,C,M,S
amyrỹinguéra,amyrỹi,N,C,0,P,6,N,difuntos,difunto,N,C,M,P
amyrỹi,amyrỹi,N,C,0,S,6,N,finada,finado,N,C,F,S
amyrỹinguéra,amyrỹi,N,C,0,P,6,N,finadas,finado,N,C,F,P
amyrỹi,amyrỹi,N,C,0,S,6,N,finado,finado,N,C,M,S
amyrỹinguéra,amyrỹi,N,C,0,P,6,N,finados,finado,N,C,M,P
anambusukue,anambusukue,N,C,0,S,6,N,grosor,grosor,N,C,M,S
anambusukuekuéra,anambusukue,N,C,0,P,6,N,grosores,grosor,N,C,M,P
anana,anana,N,C,0,S,6,N,piña,piña,N,C,F,S
ananakuéra,anana,N,C,0,P,6,N,piñas,piña,N,C,F,P
anana,anana,N,C,0,N,6,N,ananás,ananás,N,C,M,N
ananakuéra,anana,N,C,0,P,6,N,ananases,ananás,N,C,M,P
andai,andai,N,C,0,S,6,N,calabaza,calabaza,N,C,F,S
andaikuéra,andai,N,C,0,P,6,N,calabazas,calabaza,N,C,F,P
andu,andu,N,C,0,S,6,N,sentimiento,sentimiento,N,C,M,S
andukuéra,andu,N,C,0,P,6,N,sentimientos,sentimiento,N,C,M,P
andu,andu,N,C,0,S,6,N,sensación,sensación,N,C,F,S
andukuéra,andu,N,C,0,P,6,N,sensaciones,sensación,N,C,F,P
andu,andu,N,C,0,S,6,N,sensibilidad,sensibilidad,N,C,F,S
andukuéra,andu,N,C,0,P,6,N,sensibilidades,sensibilidad,N,C,F,P
andu,andu,N,C,0,S,6,N,visita,visita,N,C,F,S
andukuéra,andu,N,C,0,P,6,N,visitas,visita,N,C,F,P
andu,andu,N,C,0,S,6,N,presentimiento,presentimiento,N,C,M,S
andukuéra,andu,N,C,0,P,6,N,presentimientos,presentimiento,N,C,M,P
andu,andu,N,C,0,S,6,N,sentido,sentido,N,C,M,S
andukuéra,andu,N,C,0,P,6,N,sentidos,sentido,N,C,M,P
andupe'aha,andupe'aha,N,C,0,S,6,N,narcótico,narcótico,N,C,M,S
andupe'ahakuéra,andupe'aha,N,C,0,P,6,N,narcóticos,narcótico,N,C,M,P
andýra,andýra,N,C,0,S,6,N,murciélago,murciélago,N,C,M,S
andýrakuéra,andýra,N,C,0,P,6,N,murciélagos,murciélago,N,C,M,P
andýra,andýra,N,C,0,S,6,N,vampiro,vampiro,N,C,M,S
andýrakuéra,andýra,N,C,0,P,6,N,vampiros,vampiro,N,C,M,P
angaipa,angaipa,N,C,0,S,6,N,pecado,pecado,N,C,M,S
angaipakuéra,angaipa,N,C,0,P,6,N,pecados,pecado,N,C,M,P
angaipa,angaipa,N,C,0,S,6,N,culpa,culpa,N,C,F,S
angaipakuéra,angaipa,N,C,0,P,6,N,culpas,culpa,N,C,F,P
angaipa,angaipa,N,C,0,S,6,N,crimen,crimen,N,C,M,S
angaipakuéra,angaipa,N,C,0,P,6,N,crímenes,crimen,N,C,M,P
angaipa,angaipa,N,C,0,S,6,N,falta,falta,N,C,F,S
angaipakuéra,angaipa,N,C,0,P,6,N,faltas,falta,N,C,F,P
angajevy,angajevy,N,C,0,S,6,N,arrepentimiento,arrepentimiento,N,C,M,S
angajevykuéra,angajevy,N,C,0,P,6,N,arrepentimientos,arrepentimiento,N,C,M,P
angapyhy,angapyhy,N,C,0,S,6,N,satisfacción,satisfacción,N,C,F,S
angapyhykuéra,angapyhy,N,C,0,P,6,N,satisfacciones,satisfacción,N,C,F,P
angapyhy,angapyhy,N,C,0,S,6,N,placer,placer,N,C,M,S
angapyhykuéra,angapyhy,N,C,0,P,6,N,placeres,placer,N,C,M,P
angapyhykuéra,angapyhy,N,C,0,P,6,N,paces,paz,N,C,F,P
angapyhy,angapyhy,N,C,0,S,6,N,paz,paz,N,C,F,S
angapyhy,angapyhy,N,C,0,S,6,N,consuelo,consuelo,N,C,M,S
angapyhykuéra,angapyhy,N,C,0,P,6,N,consuelos,consuelo,N,C,M,P
angapyhy,angapyhy,N,C,0,S,6,N,fruición,fruición,N,C,F,S
angapyhykuéra,angapyhy,N,C,0,P,6,N,fruiciones,fruición,N,C,F,P
angareko,angareko,N,C,0,S,6,N,cuidado,cuidado,N,C,M,S
angarekokuéra,angareko,N,C,0,P,6,N,cuidados,cuidado,N,C,M,P
angareko,angareko,N,C,0,S,6,N,inquietud,inquietud,N,C,F,S
angarekokuéra,angareko,N,C,0,P,6,N,inquietudes,inquietud,N,C,F,P
angata,angata,N,C,0,S,6,N,preocupación,preocupación,N,C,F,S
angatakuéra,angata,N,C,0,P,6,N,preocupaciones,preocupación,N,C,F,P
angata,angata,N,C,0,S,6,N,cuidado,cuidado,N,C,M,S
angatakuéra,angata,N,C,0,P,6,N,cuidados,cuidado,N,C,M,P
angata,angata,N,C,0,S,6,N,angustia,angustia,N,C,F,S
angatakuéra,angata,N,C,0,P,6,N,angustias,angustia,N,C,F,P
angata,angata,N,C,0,S,6,N,aflicción,aflicción,N,C,F,S
angatakuéra,angata,N,C,0,P,6,N,aflicciones,aflicción,N,C,F,P
