hái,agrias,agrio,A,Q,0,F,P,0,0
hái,agrio,agrio,A,Q,0,M,S,0,0
hái,agrios,agrio,A,Q,0,M,P,0,0
apatĩ,agrisada,agrisado,A,Q,0,F,S,0,0
apatĩ,agrisadas,agrisado,A,Q,0,F,P,0,0
apatĩ,agrisado,agrisado,A,Q,0,M,S,0,0
apatĩ,agrisados,agrisado,A,Q,0,M,P,0,0
morotĩũ,agrisada,agrisado,A,Q,0,F,S,0,0
morotĩũ,agrisadas,agrisado,A,Q,0,F,P,0,0
morotĩũ,agrisado,agrisado,A,Q,0,M,S,0,0
morotĩũ,agrisados,agrisado,A,Q,0,M,P,0,0
akua,aguda,agudo,A,Q,0,F,S,0,0
akua,agudas,agudo,A,Q,0,F,P,0,0
akua,agudo,agudo,A,Q,0,M,S,0,0
akua,agudos,agudo,A,Q,0,M,P,0,0
mba'e'ỹ,ajena,ajeno,A,Q,0,F,S,0,0
mba'e'ỹ,ajenas,ajeno,A,Q,0,F,P,0,0
mba'e'ỹ,ajeno,ajeno,A,Q,0,M,S,0,0
mba'e'ỹ,ajenos,ajeno,A,Q,0,M,P,0,0
pepo'a,alicaída,alicaído,A,Q,0,F,S,0,0
pepo'a,alicaídas,alicaído,A,Q,0,F,P,0,0
pepo'a,alicaído,alicaído,A,Q,0,M,S,0,0
pepo'a,alicaídos,alicaído,A,Q,0,M,P,0,0
mongarúva,alimenticia,alimenticio,A,Q,0,F,S,0,0
mongarúva,alimenticias,alimenticio,A,Q,0,F,P,0,0
mongarúva,alimenticio,alimenticio,A,Q,0,M,S,0,0
mongarúva,alimenticios,alimenticio,A,Q,0,M,P,0,0
"akãtarova,_akãtavy",alocada,alocado,A,Q,0,F,S,0,0
"akãtarova,_akãtavy",alocadas,alocado,A,Q,0,F,P,0,0
"akãtarova,_akãtavy",alocado,alocado,A,Q,0,M,S,0,0
"akãtarova,_akãtavy",alocados,alocado,A,Q,0,M,P,0,0
tarova,alocada,alocado,A,Q,0,F,S,0,0
tarova,alocadas,alocado,A,Q,0,F,P,0,0
tarova,alocado,alocado,A,Q,0,M,S,0,0
tarova,alocados,alocado,A,Q,0,M,P,0,0
tĩ'atã,altanera,altanero,A,Q,0,F,S,0,0
tĩ'atã,altaneras,altanero,A,Q,0,F,P,0,0
tĩ'atã,altanero,altanero,A,Q,0,M,S,0,0
tĩ'atã,altaneros,altanero,A,Q,0,M,P,0,0
ñembohekóva,altanera,altanero,A,Q,0,F,S,0,0
ñembohekóva,altaneras,altanero,A,Q,0,F,P,0,0
ñembohekóva,altanero,altanero,A,Q,0,M,S,0,0
ñembohekóva,altaneros,altanero,A,Q,0,M,P,0,0
puku,alta,alto,A,Q,0,F,S,0,0
puku,altas,alto,A,Q,0,F,P,0,0
puku,alto,alto,A,Q,0,M,S,0,0
puku,altos,alto,A,Q,0,M,P,0,0
yvate,alta,alto,A,Q,0,F,S,0,0
yvate,altas,alto,A,Q,0,F,P,0,0
yvate,alto,alto,A,Q,0,M,S,0,0
yvate,altos,alto,A,Q,0,M,P,0,0
yvuku,alta,alto,A,Q,0,F,S,0,0
yvuku,altas,alto,A,Q,0,F,P,0,0
yvuku,alto,alto,A,Q,0,M,S,0,0
yvuku,altos,alto,A,Q,0,M,P,0,0
pireporã,amable,amable,A,Q,0,C,S,0,0
pireporã,amables,amable,A,Q,0,C,P,0,0
ro,amarga,amargo,A,Q,0,F,S,0,0
ro,amargas,amargo,A,Q,0,F,P,0,0
ro,amargo,amargo,A,Q,0,M,S,0,0
ro,amargos,amargo,A,Q,0,M,P,0,0
sa'yjuvy,amarillenta,amarillento,A,Q,0,F,S,0,0
sa'yjuvy,amarillentas,amarillento,A,Q,0,F,P,0,0
sa'yjuvy,amarillento,amarillento,A,Q,0,M,S,0,0
sa'yjuvy,amarillentos,amarillento,A,Q,0,M,P,0,0
sa'yju,amarilla,amarillo,A,Q,0,F,S,0,0
sa'yju,amarillas,amarillo,A,Q,0,F,P,0,0
sa'yju,amarillo,amarillo,A,Q,0,M,S,0,0
sa'yju,amarillos,amarillo,A,Q,0,M,P,0,0
taryrýi,ambiciosa,ambicioso,A,Q,0,F,S,0,0
taryrýi,ambiciosas,ambicioso,A,Q,0,F,P,0,0
taryrýi,ambicioso,ambicioso,A,Q,0,M,S,0,0
taryrýi,ambiciosos,ambicioso,A,Q,0,M,P,0,0
porohayhúva,amorosa,amoroso,A,Q,0,F,S,0,0
porohayhúva,amorosas,amoroso,A,Q,0,F,P,0,0
porohayhúva,amoroso,amoroso,A,Q,0,M,S,0,0
porohayhúva,amorosos,amoroso,A,Q,0,M,P,0,0
pyrusu,amplia,amplio,A,Q,0,F,S,0,0
pyrusu,amplias,amplio,A,Q,0,F,P,0,0
pyrusu,amplio,amplio,A,Q,0,M,S,0,0
pyrusu,amplios,amplio,A,Q,0,M,P,0,0
ymaguare,anacrónica,anacrónico,A,Q,0,F,S,0,0
ymaguare,anacrónicas,anacrónico,A,Q,0,F,P,0,0
ymaguare,anacrónico,anacrónico,A,Q,0,M,S,0,0
ymaguare,anacrónicos,anacrónico,A,Q,0,M,P,0,0
ohai'ỹva,analfabeta,analfabeto,A,Q,0,F,S,0,0
ohai'ỹva,analfabetas,analfabeto,A,Q,0,F,P,0,0
ohai'ỹva,analfabeto,analfabeto,A,Q,0,M,S,0,0
ohai'ỹva,analfabetos,analfabeto,A,Q,0,M,P,0,0
pe,ancha,ancho,A,Q,0,F,S,0,0
pe,anchas,ancho,A,Q,0,F,P,0,0
pe,ancho,ancho,A,Q,0,M,S,0,0
pe,anchos,ancho,A,Q,0,M,P,0,0
py,ancha,ancho,A,Q,0,F,S,0,0
py,anchas,ancho,A,Q,0,F,P,0,0
py,ancho,ancho,A,Q,0,M,S,0,0
py,anchos,ancho,A,Q,0,M,P,0,0
pyguasu,ancha,ancho,A,Q,0,F,S,0,0
pyguasu,anchas,ancho,A,Q,0,F,P,0,0
pyguasu,ancho,ancho,A,Q,0,M,S,0,0
pyguasu,anchos,ancho,A,Q,0,M,P,0,0
pykatu,ancha,ancho,A,Q,0,F,S,0,0
pykatu,anchas,ancho,A,Q,0,F,P,0,0
pykatu,ancho,ancho,A,Q,0,M,S,0,0
pykatu,anchos,ancho,A,Q,0,M,P,0,0
pyrusu,ancha,ancho,A,Q,0,F,S,0,0
pyrusu,anchas,ancho,A,Q,0,F,P,0,0
pyrusu,ancho,ancho,A,Q,0,M,S,0,0
pyrusu,anchos,ancho,A,Q,0,M,P,0,0
tuja,anciana,anciano,A,Q,0,F,S,0,0
tuja,ancianas,anciano,A,Q,0,F,P,0,0
tuja,anciano,anciano,A,Q,0,M,S,0,0
tuja,ancianos,anciano,A,Q,0,M,P,0,0
chalái,andrajosa,andrajoso,A,Q,0,F,S,0,0
chalái,andrajosas,andrajoso,A,Q,0,F,P,0,0
chalái,andrajoso,andrajoso,A,Q,0,M,S,0,0
chalái,andrajosos,andrajoso,A,Q,0,M,P,0,0
po'i,angosta,angosto,A,Q,0,F,S,0,0
po'i,angostas,angosto,A,Q,0,F,P,0,0
po'i,angosto,angosto,A,Q,0,M,S,0,0
po'i,angostos,angosto,A,Q,0,M,P,0,0
pychi'ĩ,angosta,angosto,A,Q,0,F,S,0,0
pychi'ĩ,angostas,angosto,A,Q,0,F,P,0,0
pychi'ĩ,angosto,angosto,A,Q,0,M,S,0,0
pychi'ĩ,angostos,angosto,A,Q,0,M,P,0,0
pyka'i,angosta,angosto,A,Q,0,F,S,0,0
pyka'i,angostas,angosto,A,Q,0,F,P,0,0
pyka'i,angosto,angosto,A,Q,0,M,S,0,0
pyka'i,angostos,angosto,A,Q,0,M,P,0,0
py'i,angosta,angosto,A,Q,0,F,S,0,0
py'i,angostas,angosto,A,Q,0,F,P,0,0
py'i,angosto,angosto,A,Q,0,M,S,0,0
py'i,angostos,angosto,A,Q,0,M,P,0,0
ange,anterior,anterior,A,Q,0,C,S,0,0
ange,anteriores,anterior,A,Q,0,C,P,0,0
mboyvegua,anterior,anterior,A,Q,0,C,S,0,0
mboyvegua,anteriores,anterior,A,Q,0,C,P,0,0
tuja,antigua,antiguo,A,Q,0,F,S,0,0
tuja,antiguas,antiguo,A,Q,0,F,P,0,0
tuja,antiguo,antiguo,A,Q,0,M,S,0,0
tuja,antiguos,antiguo,A,Q,0,M,P,0,0
yma,antigua,antiguo,A,Q,0,F,S,0,0
yma,antiguas,antiguo,A,Q,0,F,P,0,0
yma,antiguo,antiguo,A,Q,0,M,S,0,0
yma,antiguos,antiguo,A,Q,0,M,P,0,0
ymaguare,antigua,antiguo,A,Q,0,F,S,0,0
ymaguare,antiguas,antiguo,A,Q,0,F,P,0,0
ymaguare,antiguo,antiguo,A,Q,0,M,S,0,0
ymaguare,antiguos,antiguo,A,Q,0,M,P,0,0
jehayhu'ỹva,antipática,antipático,A,Q,0,F,S,0,0
jehayhu'ỹva,antipáticas,antipático,A,Q,0,F,P,0,0
jehayhu'ỹva,antipático,antipático,A,Q,0,M,S,0,0
jehayhu'ỹva,antipáticos,antipático,A,Q,0,M,P,0,0
joha,antipática,antipático,A,Q,0,F,S,0,0
joha,antipáticas,antipático,A,Q,0,F,P,0,0
joha,antipático,antipático,A,Q,0,M,S,0,0
joha,antipáticos,antipático,A,Q,0,M,P,0,0
santoro,antipática,antipático,A,Q,0,F,S,0,0
santoro,antipáticas,antipático,A,Q,0,F,P,0,0
santoro,antipático,antipático,A,Q,0,M,S,0,0
santoro,antipáticos,antipático,A,Q,0,M,P,0,0
juru'akua,aprovechador,aprovechador,A,Q,0,M,S,0,0
juru'akua,aprovechadora,aprovechador,A,Q,0,F,S,0,0
juru'akua,aprovechadoras,aprovechador,A,Q,0,F,P,0,0
juru'akua,aprovechadores,aprovechador,A,Q,0,M,P,0,0
añetegua'ỹ,apócrifa,apócrifo,A,Q,0,F,S,0,0
añetegua'ỹ,apócrifas,apócrifo,A,Q,0,F,P,0,0
añetegua'ỹ,apócrifo,apócrifo,A,Q,0,M,S,0,0
añetegua'ỹ,apócrifos,apócrifo,A,Q,0,M,P,0,0
kurepi,argentina,argentino,A,Q,0,F,S,0,0
kurepi,argentinas,argentino,A,Q,0,F,P,0,0
kurepi,argentino,argentino,A,Q,0,M,S,0,0
kurepi,argentinos,argentino,A,Q,0,M,P,0,0
rari,arisca,arisco,A,Q,0,F,S,0,0
rari,ariscas,arisco,A,Q,0,F,P,0,0
rari,arisco,arisco,A,Q,0,M,S,0,0
rari,ariscos,arisco,A,Q,0,M,P,0,0
sagua'a,arisca,arisco,A,Q,0,F,S,0,0
sagua'a,ariscas,arisco,A,Q,0,F,P,0,0
sagua'a,arisco,arisco,A,Q,0,M,S,0,0
sagua'a,ariscos,arisco,A,Q,0,M,P,0,0
saite,arisca,arisco,A,Q,0,F,S,0,0
saite,ariscas,arisco,A,Q,0,F,P,0,0
saite,arisco,arisco,A,Q,0,M,S,0,0
saite,ariscos,arisco,A,Q,0,M,P,0,0
sarigue,arisca,arisco,A,Q,0,F,S,0,0
sarigue,ariscas,arisco,A,Q,0,F,P,0,0
sarigue,arisco,arisco,A,Q,0,M,S,0,0
sarigue,ariscos,arisco,A,Q,0,M,P,0,0
ojupíva,ascendente,ascendente,A,Q,0,C,S,0,0
ojupíva,ascendentes,ascendente,A,Q,0,C,P,0,0
angajuráva,atractiva,atractivo,A,Q,0,F,S,0,0
angajuráva,atractivas,atractivo,A,Q,0,F,P,0,0
angajuráva,atractivo,atractivo,A,Q,0,M,S,0,0
angajuráva,atractivos,atractivo,A,Q,0,M,P,0,0
juky,atractiva,atractivo,A,Q,0,F,S,0,0
juky,atractivas,atractivo,A,Q,0,F,P,0,0
juky,atractivo,atractivo,A,Q,0,M,S,0,0
juky,atractivos,atractivo,A,Q,0,M,P,0,0
kavure'i,atractiva,atractivo,A,Q,0,F,S,0,0
kavure'i,atractivas,atractivo,A,Q,0,F,P,0,0
kavure'i,atractivo,atractivo,A,Q,0,M,S,0,0
kavure'i,atractivos,atractivo,A,Q,0,M,P,0,0
ka'avo,atractiva,atractivo,A,Q,0,F,S,0,0
ka'avo,atractivas,atractivo,A,Q,0,F,P,0,0
ka'avo,atractivo,atractivo,A,Q,0,M,S,0,0
ka'avo,atractivos,atractivo,A,Q,0,M,P,0,0
jurujái,atónita,atónito,A,Q,0,F,S,0,0
jurujái,atónitas,atónito,A,Q,0,F,P,0,0
jurujái,atónito,atónito,A,Q,0,M,S,0,0
jurujái,atónitos,atónito,A,Q,0,M,P,0,0
py'aguasu,audaces,audaz,A,Q,0,C,P,0,0
py'aguasu,audaz,audaz,A,Q,0,C,S,0,0
pore'ỹ,ausente,ausente,A,Q,0,C,S,0,0
pore'ỹ,ausentes,ausente,A,Q,0,C,P,0,0
añetegua,auténtica,auténtico,A,Q,0,F,S,0,0
añetegua,auténticas,auténtico,A,Q,0,F,P,0,0
añetegua,auténtico,auténtico,A,Q,0,M,S,0,0
añetegua,auténticos,auténtico,A,Q,0,M,P,0,0
jopy,avara,avaro,A,Q,0,F,S,0,0
jopy,avaras,avaro,A,Q,0,F,P,0,0
jopy,avaro,avaro,A,Q,0,M,S,0,0
jopy,avaros,avaro,A,Q,0,M,P,0,0
pojopy,avara,avaro,A,Q,0,F,S,0,0
pojopy,avaras,avaro,A,Q,0,F,P,0,0
pojopy,avaro,avaro,A,Q,0,M,S,0,0
pojopy,avaros,avaro,A,Q,0,M,P,0,0
chovy,azul,azul,A,Q,0,C,S,0,0
chovy,azules,azul,A,Q,0,C,P,0,0
karape,baja,bajo,A,Q,0,F,S,0,0
karape,bajas,bajo,A,Q,0,F,P,0,0
karape,bajo,bajo,A,Q,0,M,S,0,0
karape,bajos,bajo,A,Q,0,M,P,0,0
pe,baja,bajo,A,Q,0,F,S,0,0
pe,bajas,bajo,A,Q,0,F,P,0,0
pe,bajo,bajo,A,Q,0,M,S,0,0
pe,bajos,bajo,A,Q,0,M,P,0,0
tupe,baja,bajo,A,Q,0,F,S,0,0
tupe,bajas,bajo,A,Q,0,F,P,0,0
tupe,bajo,bajo,A,Q,0,M,S,0,0
tupe,bajos,bajo,A,Q,0,M,P,0,0
yvýi,baja,bajo,A,Q,0,F,S,0,0
yvýi,bajas,bajo,A,Q,0,F,P,0,0
yvýi,bajo,bajo,A,Q,0,M,S,0,0
yvýi,bajos,bajo,A,Q,0,M,P,0,0
chavi,baladí,baladí,A,Q,0,C,S,0,0
chavi,baladíes,baladí,A,Q,0,C,P,0,0
chavi,baladís,baladí,A,Q,0,C,P,0,0
rei,baladí,baladí,A,Q,0,C,S,0,0
rei,baladíes,baladí,A,Q,0,C,P,0,0
rei,baladís,baladí,A,Q,0,C,P,0,0
ndahepýi,barata,barato,A,Q,0,F,S,0,0
ndahepýi,baratas,barato,A,Q,0,F,P,0,0
ndahepýi,barato,barato,A,Q,0,M,S,0,0
ndahepýi,baratos,barato,A,Q,0,M,P,0,0
morotĩsa'yju,baya,bayo,A,Q,0,F,S,0,0
morotĩsa'yju,bayas,bayo,A,Q,0,F,P,0,0
morotĩsa'yju,bayo,bayo,A,Q,0,M,S,0,0
morotĩsa'yju,bayos,bayo,A,Q,0,M,P,0,0
porã,bella,bello,A,Q,0,F,S,0,0
porã,bellas,bello,A,Q,0,F,P,0,0
porã,bello,bello,A,Q,0,M,S,0,0
porã,bellos,bello,A,Q,0,M,P,0,0
pytã,bermeja,bermejo,A,Q,0,F,S,0,0
pytã,bermejas,bermejo,A,Q,0,F,P,0,0
pytã,bermejo,bermejo,A,Q,0,M,S,0,0
pytã,bermejos,bermejo,A,Q,0,M,P,0,0
ñe'ekõi,bilingüe,bilingüe,A,Q,0,C,S,0,0
ñe'ekõi,bilingües,bilingüe,A,Q,0,C,P,0,0
pyahu,bisoña,bisoño,A,Q,0,F,S,0,0
pyahu,bisoñas,bisoño,A,Q,0,F,P,0,0
pyahu,bisoño,bisoño,A,Q,0,M,S,0,0
pyahu,bisoños,bisoño,A,Q,0,M,P,0,0
savi,bizca,bizco,A,Q,0,F,S,0,0
savi,bizcas,bizco,A,Q,0,F,P,0,0
savi,bizco,bizco,A,Q,0,M,S,0,0
savi,bizcos,bizco,A,Q,0,M,P,0,0
morotĩ,blanca,blanco,A,Q,0,F,S,0,0
morotĩ,blancas,blanco,A,Q,0,F,P,0,0
morotĩ,blanco,blanco,A,Q,0,M,S,0,0
morotĩ,blancos,blanco,A,Q,0,M,P,0,0
morotĩngy,blancuzca,blancuzco,A,Q,0,F,S,0,0
morotĩngy,blancuzcas,blancuzco,A,Q,0,F,P,0,0
morotĩngy,blancuzco,blancuzco,A,Q,0,M,S,0,0
morotĩngy,blancuzcos,blancuzco,A,Q,0,M,P,0,0
apatĩ,blanquecina,blanquecino,A,Q,0,F,S,0,0
apatĩ,blanquecinas,blanquecino,A,Q,0,F,P,0,0
apatĩ,blanquecino,blanquecino,A,Q,0,M,S,0,0
apatĩ,blanquecinos,blanquecino,A,Q,0,M,P,0,0
tavy,boba,bobo,A,Q,0,F,S,0,0
tavy,bobas,bobo,A,Q,0,F,P,0,0
tavy,bobo,bobo,A,Q,0,M,S,0,0
tavy,bobos,bobo,A,Q,0,M,P,0,0
tavyrai,boba,bobo,A,Q,0,F,S,0,0
tavyrai,bobas,bobo,A,Q,0,F,P,0,0
tavyrai,bobo,bobo,A,Q,0,M,S,0,0
tavyrai,bobos,bobo,A,Q,0,M,P,0,0
juruguasu,bocona,bocón,A,Q,0,F,S,0,0
juruguasu,boconas,bocón,A,Q,0,F,P,0,0
juruguasu,bocones,bocón,A,Q,0,M,P,0,0
juruguasu,bocón,bocón,A,Q,0,M,S,0,0
jurujái,boquiabierta,boquiabierto,A,Q,0,F,S,0,0
jurujái,boquiabiertas,boquiabierto,A,Q,0,F,P,0,0
jurujái,boquiabierto,boquiabierto,A,Q,0,M,S,0,0
jurujái,boquiabiertos,boquiabierto,A,Q,0,M,P,0,0
jurupe'a,boquiabierta,boquiabierto,A,Q,0,F,S,0,0
jurupe'a,boquiabiertas,boquiabierto,A,Q,0,F,P,0,0
jurupe'a,boquiabierto,boquiabierto,A,Q,0,M,S,0,0
jurupe'a,boquiabiertos,boquiabierto,A,Q,0,M,P,0,0
ka'u,borracha,borracho,A,Q,0,F,S,0,0
ka'u,borrachas,borracho,A,Q,0,F,P,0,0
ka'u,borracho,borracho,A,Q,0,M,S,0,0
ka'u,borrachos,borracho,A,Q,0,M,P,0,0
jero,brava,bravo,A,Q,0,F,S,0,0
jero,bravas,bravo,A,Q,0,F,P,0,0
jero,bravo,bravo,A,Q,0,M,S,0,0
jero,bravos,bravo,A,Q,0,M,P,0,0
ñarõ,brava,bravo,A,Q,0,F,S,0,0
ñarõ,bravas,bravo,A,Q,0,F,P,0,0
ñarõ,bravo,bravo,A,Q,0,M,S,0,0
ñarõ,bravos,bravo,A,Q,0,M,P,0,0
mbyky,breve,breve,A,Q,0,C,S,0,0
mbyky,breves,breve,A,Q,0,C,P,0,0
mimbi,brillante,brillante,A,Q,0,C,S,0,0
mimbi,brillantes,brillante,A,Q,0,C,P,0,0
overáva,brillante,brillante,A,Q,0,C,S,0,0
overáva,brillantes,brillante,A,Q,0,C,P,0,0
vera,brillante,brillante,A,Q,0,C,S,0,0
vera,brillantes,brillante,A,Q,0,C,P,0,0
hi'aratimbo,brumosa,brumoso,A,Q,0,F,S,0,0
hi'aratimbo,brumosas,brumoso,A,Q,0,F,P,0,0
hi'aratimbo,brumoso,brumoso,A,Q,0,M,S,0,0
hi'aratimbo,brumosos,brumoso,A,Q,0,M,P,0,0
katupyry,buen,bueno,A,Q,0,M,S,0,0
katupyry,buena,bueno,A,Q,0,F,S,0,0
katupyry,buenas,bueno,A,Q,0,F,P,0,0
katupyry,bueno,bueno,A,Q,0,M,S,0,0
katupyry,buenos,bueno,A,Q,0,M,P,0,0
katupyry,óptima,bueno,A,Q,S,F,S,0,0
katupyry,óptimas,bueno,A,Q,S,F,P,0,0
katupyry,óptimo,bueno,A,Q,S,M,S,0,0
katupyry,óptimos,bueno,A,Q,S,M,P,0,0
marangatu,buen,bueno,A,Q,0,M,S,0,0
marangatu,buena,bueno,A,Q,0,F,S,0,0
marangatu,buenas,bueno,A,Q,0,F,P,0,0
marangatu,bueno,bueno,A,Q,0,M,S,0,0
marangatu,buenos,bueno,A,Q,0,M,P,0,0
marangatu,óptima,bueno,A,Q,S,F,S,0,0
marangatu,óptimas,bueno,A,Q,S,F,P,0,0
marangatu,óptimo,bueno,A,Q,S,M,S,0,0
marangatu,óptimos,bueno,A,Q,S,M,P,0,0
marangatu,buen,bueno,A,Q,0,M,S,0,0
marangatu,buena,bueno,A,Q,0,F,S,0,0
marangatu,buenas,bueno,A,Q,0,F,P,0,0
marangatu,bueno,bueno,A,Q,0,M,S,0,0
marangatu,buenos,bueno,A,Q,0,M,P,0,0
marangatu,óptima,bueno,A,Q,S,F,S,0,0
marangatu,óptimas,bueno,A,Q,S,F,P,0,0
marangatu,óptimo,bueno,A,Q,S,M,S,0,0
marangatu,óptimos,bueno,A,Q,S,M,P,0,0
porã,buen,bueno,A,Q,0,M,S,0,0
porã,buena,bueno,A,Q,0,F,S,0,0
porã,buenas,bueno,A,Q,0,F,P,0,0
porã,bueno,bueno,A,Q,0,M,S,0,0
porã,buenos,bueno,A,Q,0,M,P,0,0
porã,óptima,bueno,A,Q,S,F,S,0,0
porã,óptimas,bueno,A,Q,S,F,P,0,0
porã,óptimo,bueno,A,Q,S,M,S,0,0
porã,óptimos,bueno,A,Q,S,M,P,0,0
marangatu,cabal,cabal,A,Q,0,C,S,0,0
marangatu,cabales,cabal,A,Q,0,C,P,0,0
akãhatã,cabezuda,cabezudo,A,Q,0,F,S,0,0
akãhatã,cabezudas,cabezudo,A,Q,0,F,P,0,0
akãhatã,cabezudo,cabezudo,A,Q,0,M,S,0,0
akãhatã,cabezudos,cabezudo,A,Q,0,M,P,0,0
akãguasu,cabezona,cabezón,A,Q,0,F,S,0,0
akãguasu,cabezonas,cabezón,A,Q,0,F,P,0,0
akãguasu,cabezones,cabezón,A,Q,0,M,P,0,0
akãguasu,cabezón,cabezón,A,Q,0,M,S,0,0
aturu,cabizbaja,cabizbajo,A,Q,0,F,S,0,0
aturu,cabizbajas,cabizbajo,A,Q,0,F,P,0,0
aturu,cabizbajo,cabizbajo,A,Q,0,M,S,0,0
aturu,cabizbajos,cabizbajo,A,Q,0,M,P,0,0
jayvy,cabizbaja,cabizbajo,A,Q,0,F,S,0,0
jayvy,cabizbajas,cabizbajo,A,Q,0,F,P,0,0
jayvy,cabizbajo,cabizbajo,A,Q,0,M,S,0,0
jayvy,cabizbajos,cabizbajo,A,Q,0,M,P,0,0
tindy,cabizbaja,cabizbajo,A,Q,0,F,S,0,0
tindy,cabizbajas,cabizbajo,A,Q,0,F,P,0,0
tindy,cabizbajo,cabizbajo,A,Q,0,M,S,0,0
tindy,cabizbajos,cabizbajo,A,Q,0,M,P,0,0
akãperõ,calva,calvo,A,Q,0,F,S,0,0
akãperõ,calvas,calvo,A,Q,0,F,P,0,0
akãperõ,calvo,calvo,A,Q,0,M,S,0,0
akãperõ,calvos,calvo,A,Q,0,M,P,0,0
koygua,campesina,campesino,A,Q,0,F,S,0,0
koygua,campesinas,campesino,A,Q,0,F,P,0,0
koygua,campesino,campesino,A,Q,0,M,S,0,0
