"okaragua,_okaraygua","okaragua,_okaraygua",A,Q,agrarios,agrario,A,Q,0,M,P,0,0
koygua,koygua,A,Q,agreste,agreste,A,Q,0,C,S,0,0
koygua,koygua,A,Q,agrestes,agreste,A,Q,0,C,P,0,0
hái,hái,A,Q,agria,agrio,A,Q,0,F,S,0,0
hái,hái,A,Q,agrias,agrio,A,Q,0,F,P,0,0
hái,hái,A,Q,agrio,agrio,A,Q,0,M,S,0,0
hái,hái,A,Q,agrios,agrio,A,Q,0,M,P,0,0
apatĩ,apatĩ,A,Q,agrisada,agrisado,A,Q,0,F,S,0,0
apatĩ,apatĩ,A,Q,agrisadas,agrisado,A,Q,0,F,P,0,0
apatĩ,apatĩ,A,Q,agrisado,agrisado,A,Q,0,M,S,0,0
apatĩ,apatĩ,A,Q,agrisados,agrisado,A,Q,0,M,P,0,0
morotĩũ,morotĩũ,A,Q,agrisada,agrisado,A,Q,0,F,S,0,0
morotĩũ,morotĩũ,A,Q,agrisadas,agrisado,A,Q,0,F,P,0,0
morotĩũ,morotĩũ,A,Q,agrisado,agrisado,A,Q,0,M,S,0,0
morotĩũ,morotĩũ,A,Q,agrisados,agrisado,A,Q,0,M,P,0,0
akua,akua,A,Q,aguda,agudo,A,Q,0,F,S,0,0
akua,akua,A,Q,agudas,agudo,A,Q,0,F,P,0,0
akua,akua,A,Q,agudo,agudo,A,Q,0,M,S,0,0
akua,akua,A,Q,agudos,agudo,A,Q,0,M,P,0,0
mba'e'ỹ,mba'e'ỹ,A,Q,ajena,ajeno,A,Q,0,F,S,0,0
mba'e'ỹ,mba'e'ỹ,A,Q,ajenas,ajeno,A,Q,0,F,P,0,0
mba'e'ỹ,mba'e'ỹ,A,Q,ajeno,ajeno,A,Q,0,M,S,0,0
mba'e'ỹ,mba'e'ỹ,A,Q,ajenos,ajeno,A,Q,0,M,P,0,0
pepo'a,pepo'a,A,Q,alicaída,alicaído,A,Q,0,F,S,0,0
pepo'a,pepo'a,A,Q,alicaídas,alicaído,A,Q,0,F,P,0,0
pepo'a,pepo'a,A,Q,alicaído,alicaído,A,Q,0,M,S,0,0
pepo'a,pepo'a,A,Q,alicaídos,alicaído,A,Q,0,M,P,0,0
mongarúva,mongarúva,A,Q,alimenticia,alimenticio,A,Q,0,F,S,0,0
mongarúva,mongarúva,A,Q,alimenticias,alimenticio,A,Q,0,F,P,0,0
mongarúva,mongarúva,A,Q,alimenticio,alimenticio,A,Q,0,M,S,0,0
mongarúva,mongarúva,A,Q,alimenticios,alimenticio,A,Q,0,M,P,0,0
"akãtarova,_akãtavy","akãtarova,_akãtavy",A,Q,alocada,alocado,A,Q,0,F,S,0,0
"akãtarova,_akãtavy","akãtarova,_akãtavy",A,Q,alocadas,alocado,A,Q,0,F,P,0,0
"akãtarova,_akãtavy","akãtarova,_akãtavy",A,Q,alocado,alocado,A,Q,0,M,S,0,0
"akãtarova,_akãtavy","akãtarova,_akãtavy",A,Q,alocados,alocado,A,Q,0,M,P,0,0
tarova,tarova,A,Q,alocada,alocado,A,Q,0,F,S,0,0
tarova,tarova,A,Q,alocadas,alocado,A,Q,0,F,P,0,0
tarova,tarova,A,Q,alocado,alocado,A,Q,0,M,S,0,0
tarova,tarova,A,Q,alocados,alocado,A,Q,0,M,P,0,0
tĩ'atã,tĩ'atã,A,Q,altanera,altanero,A,Q,0,F,S,0,0
tĩ'atã,tĩ'atã,A,Q,altaneras,altanero,A,Q,0,F,P,0,0
tĩ'atã,tĩ'atã,A,Q,altanero,altanero,A,Q,0,M,S,0,0
tĩ'atã,tĩ'atã,A,Q,altaneros,altanero,A,Q,0,M,P,0,0
ñembohekóva,ñembohekóva,A,Q,altanera,altanero,A,Q,0,F,S,0,0
ñembohekóva,ñembohekóva,A,Q,altaneras,altanero,A,Q,0,F,P,0,0
ñembohekóva,ñembohekóva,A,Q,altanero,altanero,A,Q,0,M,S,0,0
ñembohekóva,ñembohekóva,A,Q,altaneros,altanero,A,Q,0,M,P,0,0
puku,puku,A,Q,alta,alto,A,Q,0,F,S,0,0
puku,puku,A,Q,altas,alto,A,Q,0,F,P,0,0
puku,puku,A,Q,alto,alto,A,Q,0,M,S,0,0
puku,puku,A,Q,altos,alto,A,Q,0,M,P,0,0
yvate,yvate,A,Q,alta,alto,A,Q,0,F,S,0,0
yvate,yvate,A,Q,altas,alto,A,Q,0,F,P,0,0
yvate,yvate,A,Q,alto,alto,A,Q,0,M,S,0,0
yvate,yvate,A,Q,altos,alto,A,Q,0,M,P,0,0
yvuku,yvuku,A,Q,alta,alto,A,Q,0,F,S,0,0
yvuku,yvuku,A,Q,altas,alto,A,Q,0,F,P,0,0
yvuku,yvuku,A,Q,alto,alto,A,Q,0,M,S,0,0
yvuku,yvuku,A,Q,altos,alto,A,Q,0,M,P,0,0
pireporã,pireporã,A,Q,amable,amable,A,Q,0,C,S,0,0
pireporã,pireporã,A,Q,amables,amable,A,Q,0,C,P,0,0
ro,ro,A,Q,amarga,amargo,A,Q,0,F,S,0,0
ro,ro,A,Q,amargas,amargo,A,Q,0,F,P,0,0
ro,ro,A,Q,amargo,amargo,A,Q,0,M,S,0,0
ro,ro,A,Q,amargos,amargo,A,Q,0,M,P,0,0
sa'yjuvy,sa'yjuvy,A,Q,amarillenta,amarillento,A,Q,0,F,S,0,0
sa'yjuvy,sa'yjuvy,A,Q,amarillentas,amarillento,A,Q,0,F,P,0,0
sa'yjuvy,sa'yjuvy,A,Q,amarillento,amarillento,A,Q,0,M,S,0,0
sa'yjuvy,sa'yjuvy,A,Q,amarillentos,amarillento,A,Q,0,M,P,0,0
sa'yju,sa'yju,A,Q,amarilla,amarillo,A,Q,0,F,S,0,0
sa'yju,sa'yju,A,Q,amarillas,amarillo,A,Q,0,F,P,0,0
sa'yju,sa'yju,A,Q,amarillo,amarillo,A,Q,0,M,S,0,0
sa'yju,sa'yju,A,Q,amarillos,amarillo,A,Q,0,M,P,0,0
taryrýi,taryrýi,A,Q,ambiciosa,ambicioso,A,Q,0,F,S,0,0
taryrýi,taryrýi,A,Q,ambiciosas,ambicioso,A,Q,0,F,P,0,0
taryrýi,taryrýi,A,Q,ambicioso,ambicioso,A,Q,0,M,S,0,0
taryrýi,taryrýi,A,Q,ambiciosos,ambicioso,A,Q,0,M,P,0,0
porohayhúva,porohayhúva,A,Q,amorosa,amoroso,A,Q,0,F,S,0,0
porohayhúva,porohayhúva,A,Q,amorosas,amoroso,A,Q,0,F,P,0,0
porohayhúva,porohayhúva,A,Q,amoroso,amoroso,A,Q,0,M,S,0,0
porohayhúva,porohayhúva,A,Q,amorosos,amoroso,A,Q,0,M,P,0,0
pyrusu,pyrusu,A,Q,amplia,amplio,A,Q,0,F,S,0,0
pyrusu,pyrusu,A,Q,amplias,amplio,A,Q,0,F,P,0,0
pyrusu,pyrusu,A,Q,amplio,amplio,A,Q,0,M,S,0,0
pyrusu,pyrusu,A,Q,amplios,amplio,A,Q,0,M,P,0,0
ymaguare,ymaguare,A,Q,anacrónica,anacrónico,A,Q,0,F,S,0,0
ymaguare,ymaguare,A,Q,anacrónicas,anacrónico,A,Q,0,F,P,0,0
ymaguare,ymaguare,A,Q,anacrónico,anacrónico,A,Q,0,M,S,0,0
ymaguare,ymaguare,A,Q,anacrónicos,anacrónico,A,Q,0,M,P,0,0
ohai'ỹva,ohai'ỹva,A,Q,analfabeta,analfabeto,A,Q,0,F,S,0,0
ohai'ỹva,ohai'ỹva,A,Q,analfabetas,analfabeto,A,Q,0,F,P,0,0
ohai'ỹva,ohai'ỹva,A,Q,analfabeto,analfabeto,A,Q,0,M,S,0,0
ohai'ỹva,ohai'ỹva,A,Q,analfabetos,analfabeto,A,Q,0,M,P,0,0
pe,pe,A,Q,ancha,ancho,A,Q,0,F,S,0,0
pe,pe,A,Q,anchas,ancho,A,Q,0,F,P,0,0
pe,pe,A,Q,ancho,ancho,A,Q,0,M,S,0,0
pe,pe,A,Q,anchos,ancho,A,Q,0,M,P,0,0
py,py,A,Q,ancha,ancho,A,Q,0,F,S,0,0
py,py,A,Q,anchas,ancho,A,Q,0,F,P,0,0
py,py,A,Q,ancho,ancho,A,Q,0,M,S,0,0
py,py,A,Q,anchos,ancho,A,Q,0,M,P,0,0
pyguasu,pyguasu,A,Q,ancha,ancho,A,Q,0,F,S,0,0
pyguasu,pyguasu,A,Q,anchas,ancho,A,Q,0,F,P,0,0
pyguasu,pyguasu,A,Q,ancho,ancho,A,Q,0,M,S,0,0
pyguasu,pyguasu,A,Q,anchos,ancho,A,Q,0,M,P,0,0
pykatu,pykatu,A,Q,ancha,ancho,A,Q,0,F,S,0,0
pykatu,pykatu,A,Q,anchas,ancho,A,Q,0,F,P,0,0
pykatu,pykatu,A,Q,ancho,ancho,A,Q,0,M,S,0,0
pykatu,pykatu,A,Q,anchos,ancho,A,Q,0,M,P,0,0
pyrusu,pyrusu,A,Q,ancha,ancho,A,Q,0,F,S,0,0
pyrusu,pyrusu,A,Q,anchas,ancho,A,Q,0,F,P,0,0
pyrusu,pyrusu,A,Q,ancho,ancho,A,Q,0,M,S,0,0
pyrusu,pyrusu,A,Q,anchos,ancho,A,Q,0,M,P,0,0
tuja,tuja,A,Q,anciana,anciano,A,Q,0,F,S,0,0
tuja,tuja,A,Q,ancianas,anciano,A,Q,0,F,P,0,0
tuja,tuja,A,Q,anciano,anciano,A,Q,0,M,S,0,0
tuja,tuja,A,Q,ancianos,anciano,A,Q,0,M,P,0,0
chalái,chalái,A,Q,andrajosa,andrajoso,A,Q,0,F,S,0,0
chalái,chalái,A,Q,andrajosas,andrajoso,A,Q,0,F,P,0,0
chalái,chalái,A,Q,andrajoso,andrajoso,A,Q,0,M,S,0,0
chalái,chalái,A,Q,andrajosos,andrajoso,A,Q,0,M,P,0,0
po'i,po'i,A,Q,angosta,angosto,A,Q,0,F,S,0,0
po'i,po'i,A,Q,angostas,angosto,A,Q,0,F,P,0,0
po'i,po'i,A,Q,angosto,angosto,A,Q,0,M,S,0,0
po'i,po'i,A,Q,angostos,angosto,A,Q,0,M,P,0,0
pychi'ĩ,pychi'ĩ,A,Q,angosta,angosto,A,Q,0,F,S,0,0
pychi'ĩ,pychi'ĩ,A,Q,angostas,angosto,A,Q,0,F,P,0,0
pychi'ĩ,pychi'ĩ,A,Q,angosto,angosto,A,Q,0,M,S,0,0
pychi'ĩ,pychi'ĩ,A,Q,angostos,angosto,A,Q,0,M,P,0,0
pyka'i,pyka'i,A,Q,angosta,angosto,A,Q,0,F,S,0,0
pyka'i,pyka'i,A,Q,angostas,angosto,A,Q,0,F,P,0,0
pyka'i,pyka'i,A,Q,angosto,angosto,A,Q,0,M,S,0,0
pyka'i,pyka'i,A,Q,angostos,angosto,A,Q,0,M,P,0,0
py'i,py'i,A,Q,angosta,angosto,A,Q,0,F,S,0,0
py'i,py'i,A,Q,angostas,angosto,A,Q,0,F,P,0,0
py'i,py'i,A,Q,angosto,angosto,A,Q,0,M,S,0,0
py'i,py'i,A,Q,angostos,angosto,A,Q,0,M,P,0,0
ange,ange,A,Q,anterior,anterior,A,Q,0,C,S,0,0
ange,ange,A,Q,anteriores,anterior,A,Q,0,C,P,0,0
mboyvegua,mboyvegua,A,Q,anterior,anterior,A,Q,0,C,S,0,0
mboyvegua,mboyvegua,A,Q,anteriores,anterior,A,Q,0,C,P,0,0
tuja,tuja,A,Q,antigua,antiguo,A,Q,0,F,S,0,0
tuja,tuja,A,Q,antiguas,antiguo,A,Q,0,F,P,0,0
tuja,tuja,A,Q,antiguo,antiguo,A,Q,0,M,S,0,0
tuja,tuja,A,Q,antiguos,antiguo,A,Q,0,M,P,0,0
yma,yma,A,Q,antigua,antiguo,A,Q,0,F,S,0,0
yma,yma,A,Q,antiguas,antiguo,A,Q,0,F,P,0,0
yma,yma,A,Q,antiguo,antiguo,A,Q,0,M,S,0,0
yma,yma,A,Q,antiguos,antiguo,A,Q,0,M,P,0,0
ymaguare,ymaguare,A,Q,antigua,antiguo,A,Q,0,F,S,0,0
ymaguare,ymaguare,A,Q,antiguas,antiguo,A,Q,0,F,P,0,0
ymaguare,ymaguare,A,Q,antiguo,antiguo,A,Q,0,M,S,0,0
ymaguare,ymaguare,A,Q,antiguos,antiguo,A,Q,0,M,P,0,0
jehayhu'ỹva,jehayhu'ỹva,A,Q,antipática,antipático,A,Q,0,F,S,0,0
jehayhu'ỹva,jehayhu'ỹva,A,Q,antipáticas,antipático,A,Q,0,F,P,0,0
jehayhu'ỹva,jehayhu'ỹva,A,Q,antipático,antipático,A,Q,0,M,S,0,0
jehayhu'ỹva,jehayhu'ỹva,A,Q,antipáticos,antipático,A,Q,0,M,P,0,0
joha,joha,A,Q,antipática,antipático,A,Q,0,F,S,0,0
joha,joha,A,Q,antipáticas,antipático,A,Q,0,F,P,0,0
joha,joha,A,Q,antipático,antipático,A,Q,0,M,S,0,0
joha,joha,A,Q,antipáticos,antipático,A,Q,0,M,P,0,0
santoro,santoro,A,Q,antipática,antipático,A,Q,0,F,S,0,0
santoro,santoro,A,Q,antipáticas,antipático,A,Q,0,F,P,0,0
santoro,santoro,A,Q,antipático,antipático,A,Q,0,M,S,0,0
santoro,santoro,A,Q,antipáticos,antipático,A,Q,0,M,P,0,0
juru'akua,juru'akua,A,Q,aprovechador,aprovechador,A,Q,0,M,S,0,0
juru'akua,juru'akua,A,Q,aprovechadora,aprovechador,A,Q,0,F,S,0,0
juru'akua,juru'akua,A,Q,aprovechadoras,aprovechador,A,Q,0,F,P,0,0
juru'akua,juru'akua,A,Q,aprovechadores,aprovechador,A,Q,0,M,P,0,0
añetegua'ỹ,añetegua'ỹ,A,Q,apócrifa,apócrifo,A,Q,0,F,S,0,0
añetegua'ỹ,añetegua'ỹ,A,Q,apócrifas,apócrifo,A,Q,0,F,P,0,0
añetegua'ỹ,añetegua'ỹ,A,Q,apócrifo,apócrifo,A,Q,0,M,S,0,0
añetegua'ỹ,añetegua'ỹ,A,Q,apócrifos,apócrifo,A,Q,0,M,P,0,0
kurepi,kurepi,A,Q,argentina,argentino,A,Q,0,F,S,0,0
kurepi,kurepi,A,Q,argentinas,argentino,A,Q,0,F,P,0,0
kurepi,kurepi,A,Q,argentino,argentino,A,Q,0,M,S,0,0
kurepi,kurepi,A,Q,argentinos,argentino,A,Q,0,M,P,0,0
rari,rari,A,Q,arisca,arisco,A,Q,0,F,S,0,0
rari,rari,A,Q,ariscas,arisco,A,Q,0,F,P,0,0
rari,rari,A,Q,arisco,arisco,A,Q,0,M,S,0,0
rari,rari,A,Q,ariscos,arisco,A,Q,0,M,P,0,0
sagua'a,sagua'a,A,Q,arisca,arisco,A,Q,0,F,S,0,0
sagua'a,sagua'a,A,Q,ariscas,arisco,A,Q,0,F,P,0,0
sagua'a,sagua'a,A,Q,arisco,arisco,A,Q,0,M,S,0,0
sagua'a,sagua'a,A,Q,ariscos,arisco,A,Q,0,M,P,0,0
saite,saite,A,Q,arisca,arisco,A,Q,0,F,S,0,0
saite,saite,A,Q,ariscas,arisco,A,Q,0,F,P,0,0
saite,saite,A,Q,arisco,arisco,A,Q,0,M,S,0,0
saite,saite,A,Q,ariscos,arisco,A,Q,0,M,P,0,0
sarigue,sarigue,A,Q,arisca,arisco,A,Q,0,F,S,0,0
sarigue,sarigue,A,Q,ariscas,arisco,A,Q,0,F,P,0,0
sarigue,sarigue,A,Q,arisco,arisco,A,Q,0,M,S,0,0
sarigue,sarigue,A,Q,ariscos,arisco,A,Q,0,M,P,0,0
ojupíva,ojupíva,A,Q,ascendente,ascendente,A,Q,0,C,S,0,0
ojupíva,ojupíva,A,Q,ascendentes,ascendente,A,Q,0,C,P,0,0
angajuráva,angajuráva,A,Q,atractiva,atractivo,A,Q,0,F,S,0,0
angajuráva,angajuráva,A,Q,atractivas,atractivo,A,Q,0,F,P,0,0
angajuráva,angajuráva,A,Q,atractivo,atractivo,A,Q,0,M,S,0,0
angajuráva,angajuráva,A,Q,atractivos,atractivo,A,Q,0,M,P,0,0
juky,juky,A,Q,atractiva,atractivo,A,Q,0,F,S,0,0
juky,juky,A,Q,atractivas,atractivo,A,Q,0,F,P,0,0
juky,juky,A,Q,atractivo,atractivo,A,Q,0,M,S,0,0
juky,juky,A,Q,atractivos,atractivo,A,Q,0,M,P,0,0
kavure'i,kavure'i,A,Q,atractiva,atractivo,A,Q,0,F,S,0,0
kavure'i,kavure'i,A,Q,atractivas,atractivo,A,Q,0,F,P,0,0
kavure'i,kavure'i,A,Q,atractivo,atractivo,A,Q,0,M,S,0,0
kavure'i,kavure'i,A,Q,atractivos,atractivo,A,Q,0,M,P,0,0
ka'avo,ka'avo,A,Q,atractiva,atractivo,A,Q,0,F,S,0,0
ka'avo,ka'avo,A,Q,atractivas,atractivo,A,Q,0,F,P,0,0
ka'avo,ka'avo,A,Q,atractivo,atractivo,A,Q,0,M,S,0,0
ka'avo,ka'avo,A,Q,atractivos,atractivo,A,Q,0,M,P,0,0
jurujái,jurujái,A,Q,atónita,atónito,A,Q,0,F,S,0,0
jurujái,jurujái,A,Q,atónitas,atónito,A,Q,0,F,P,0,0
jurujái,jurujái,A,Q,atónito,atónito,A,Q,0,M,S,0,0
jurujái,jurujái,A,Q,atónitos,atónito,A,Q,0,M,P,0,0
py'aguasu,py'aguasu,A,Q,audaces,audaz,A,Q,0,C,P,0,0
py'aguasu,py'aguasu,A,Q,audaz,audaz,A,Q,0,C,S,0,0
pore'ỹ,pore'ỹ,A,Q,ausente,ausente,A,Q,0,C,S,0,0
pore'ỹ,pore'ỹ,A,Q,ausentes,ausente,A,Q,0,C,P,0,0
añetegua,añetegua,A,Q,auténtica,auténtico,A,Q,0,F,S,0,0
añetegua,añetegua,A,Q,auténticas,auténtico,A,Q,0,F,P,0,0
añetegua,añetegua,A,Q,auténtico,auténtico,A,Q,0,M,S,0,0
añetegua,añetegua,A,Q,auténticos,auténtico,A,Q,0,M,P,0,0
jopy,jopy,A,Q,avara,avaro,A,Q,0,F,S,0,0
jopy,jopy,A,Q,avaras,avaro,A,Q,0,F,P,0,0
jopy,jopy,A,Q,avaro,avaro,A,Q,0,M,S,0,0
jopy,jopy,A,Q,avaros,avaro,A,Q,0,M,P,0,0
pojopy,pojopy,A,Q,avara,avaro,A,Q,0,F,S,0,0
pojopy,pojopy,A,Q,avaras,avaro,A,Q,0,F,P,0,0
pojopy,pojopy,A,Q,avaro,avaro,A,Q,0,M,S,0,0
pojopy,pojopy,A,Q,avaros,avaro,A,Q,0,M,P,0,0
chovy,chovy,A,Q,azul,azul,A,Q,0,C,S,0,0
chovy,chovy,A,Q,azules,azul,A,Q,0,C,P,0,0
karape,karape,A,Q,baja,bajo,A,Q,0,F,S,0,0
karape,karape,A,Q,bajas,bajo,A,Q,0,F,P,0,0
karape,karape,A,Q,bajo,bajo,A,Q,0,M,S,0,0
karape,karape,A,Q,bajos,bajo,A,Q,0,M,P,0,0
pe,pe,A,Q,baja,bajo,A,Q,0,F,S,0,0
pe,pe,A,Q,bajas,bajo,A,Q,0,F,P,0,0
pe,pe,A,Q,bajo,bajo,A,Q,0,M,S,0,0
pe,pe,A,Q,bajos,bajo,A,Q,0,M,P,0,0
tupe,tupe,A,Q,baja,bajo,A,Q,0,F,S,0,0
tupe,tupe,A,Q,bajas,bajo,A,Q,0,F,P,0,0
tupe,tupe,A,Q,bajo,bajo,A,Q,0,M,S,0,0
tupe,tupe,A,Q,bajos,bajo,A,Q,0,M,P,0,0
yvýi,yvýi,A,Q,baja,bajo,A,Q,0,F,S,0,0
yvýi,yvýi,A,Q,bajas,bajo,A,Q,0,F,P,0,0
yvýi,yvýi,A,Q,bajo,bajo,A,Q,0,M,S,0,0
yvýi,yvýi,A,Q,bajos,bajo,A,Q,0,M,P,0,0
chavi,chavi,A,Q,baladí,baladí,A,Q,0,C,S,0,0
chavi,chavi,A,Q,baladíes,baladí,A,Q,0,C,P,0,0
chavi,chavi,A,Q,baladís,baladí,A,Q,0,C,P,0,0
rei,rei,A,Q,baladí,baladí,A,Q,0,C,S,0,0
rei,rei,A,Q,baladíes,baladí,A,Q,0,C,P,0,0
rei,rei,A,Q,baladís,baladí,A,Q,0,C,P,0,0
ndahepýi,ndahepýi,A,Q,barata,barato,A,Q,0,F,S,0,0
ndahepýi,ndahepýi,A,Q,baratas,barato,A,Q,0,F,P,0,0
ndahepýi,ndahepýi,A,Q,barato,barato,A,Q,0,M,S,0,0
ndahepýi,ndahepýi,A,Q,baratos,barato,A,Q,0,M,P,0,0
morotĩsa'yju,morotĩsa'yju,A,Q,baya,bayo,A,Q,0,F,S,0,0
morotĩsa'yju,morotĩsa'yju,A,Q,bayas,bayo,A,Q,0,F,P,0,0
morotĩsa'yju,morotĩsa'yju,A,Q,bayo,bayo,A,Q,0,M,S,0,0
morotĩsa'yju,morotĩsa'yju,A,Q,bayos,bayo,A,Q,0,M,P,0,0
porã,porã,A,Q,bella,bello,A,Q,0,F,S,0,0
porã,porã,A,Q,bellas,bello,A,Q,0,F,P,0,0
porã,porã,A,Q,bello,bello,A,Q,0,M,S,0,0
porã,porã,A,Q,bellos,bello,A,Q,0,M,P,0,0
pytã,pytã,A,Q,bermeja,bermejo,A,Q,0,F,S,0,0
pytã,pytã,A,Q,bermejas,bermejo,A,Q,0,F,P,0,0
pytã,pytã,A,Q,bermejo,bermejo,A,Q,0,M,S,0,0
pytã,pytã,A,Q,bermejos,bermejo,A,Q,0,M,P,0,0
ñe'ekõi,ñe'ekõi,A,Q,bilingüe,bilingüe,A,Q,0,C,S,0,0
ñe'ekõi,ñe'ekõi,A,Q,bilingües,bilingüe,A,Q,0,C,P,0,0
pyahu,pyahu,A,Q,bisoña,bisoño,A,Q,0,F,S,0,0
pyahu,pyahu,A,Q,bisoñas,bisoño,A,Q,0,F,P,0,0
pyahu,pyahu,A,Q,bisoño,bisoño,A,Q,0,M,S,0,0
